date,source,emotion,emoValue
2005-09-29,gwb,surprise,0.02867383512544803
2005-09-29,gwb,positive,0.3906810035842294
2005-09-29,gwb,negative,0.03942652329749104
2005-09-29,gwb,sadness,0.010752688172043012
2005-09-29,gwb,disgust,0.0
2005-09-29,gwb,joy,0.10752688172043011
2005-09-29,gwb,anticipation,0.08602150537634409
2006-01-24,gwb,fear,0.08333333333333333
2006-01-24,gwb,anger,0.0
2006-01-24,gwb,trust,0.25
2006-01-24,gwb,surprise,0.0
2006-01-24,gwb,positive,0.16666666666666666
2006-01-24,gwb,negative,0.16666666666666666
2006-01-24,gwb,sadness,0.08333333333333333
2006-01-24,gwb,disgust,0.0
2006-01-24,gwb,joy,0.0
2006-01-24,gwb,anticipation,0.25
2006-01-31,gwb,fear,0.08858390517779165
2006-01-31,gwb,anger,0.048658764815970056
2006-01-31,gwb,trust,0.18590143480973176
2006-01-31,gwb,surprise,0.041172800998128506
2006-01-31,gwb,positive,0.2476606363069245
2006-01-31,gwb,negative,0.10542732376793512
2006-01-31,gwb,sadness,0.048034934497816595
2006-01-31,gwb,disgust,0.01933873986275733
2006-01-31,gwb,joy,0.10230817217716781
2006-01-31,gwb,anticipation,0.11291328758577666
2006-03-09,gwb,fear,0.0851063829787234
2006-03-09,gwb,anger,0.0851063829787234
2006-03-09,gwb,trust,0.23404255319148937
2006-03-09,gwb,surprise,0.0
2006-03-09,gwb,positive,0.2765957446808511
2006-03-09,gwb,negative,0.14893617021276595
2006-03-09,gwb,sadness,0.0425531914893617
2006-03-09,gwb,disgust,0.0425531914893617
2006-03-09,gwb,joy,0.02127659574468085
2006-03-09,gwb,anticipation,0.06382978723404255
2006-03-31,gwb,fear,0.08333333333333333
2006-03-31,gwb,anger,0.041666666666666664
2006-03-31,gwb,trust,0.16666666666666666
2006-03-31,gwb,surprise,0.041666666666666664
2006-03-31,gwb,positive,0.25
2006-03-31,gwb,negative,0.125
2006-03-31,gwb,sadness,0.125
2006-03-31,gwb,disgust,0.041666666666666664
2006-03-31,gwb,joy,0.041666666666666664
2006-03-31,gwb,anticipation,0.08333333333333333
2006-05-03,gwb,fear,0.13120567375886524
2006-05-03,gwb,anger,0.031914893617021274
2006-05-03,gwb,trust,0.12411347517730496
2006-05-03,gwb,surprise,0.0425531914893617
2006-05-03,gwb,positive,0.24822695035460993
2006-05-03,gwb,negative,0.18085106382978725
2006-05-03,gwb,sadness,0.08156028368794327
2006-05-03,gwb,disgust,0.024822695035460994
2006-05-03,gwb,joy,0.024822695035460994
2006-05-03,gwb,anticipation,0.1099290780141844
2006-05-04,gwb,fear,0.0
2006-05-04,gwb,anger,0.0
2006-05-04,gwb,trust,0.21739130434782608
2006-05-04,gwb,surprise,0.0
2006-05-04,gwb,positive,0.6086956521739131
2006-05-04,gwb,negative,0.043478260869565216
2006-05-04,gwb,sadness,0.0
2006-05-04,gwb,disgust,0.0
2006-05-04,gwb,joy,0.0
2006-05-04,gwb,anticipation,0.13043478260869565
2006-07-19,gwb,fear,0.09333333333333334
2006-07-19,gwb,anger,0.06666666666666667
2006-07-19,gwb,trust,0.18
2006-07-19,gwb,surprise,0.02666666666666667
2006-07-19,gwb,positive,0.26
2006-07-19,gwb,negative,0.12666666666666668
2006-07-19,gwb,sadness,0.05333333333333334
2006-07-19,gwb,disgust,0.013333333333333334
2006-07-19,gwb,joy,0.08666666666666667
2006-07-19,gwb,anticipation,0.09333333333333334
2006-10-26,gwb,fear,0.08108108108108109
2006-10-26,gwb,anger,0.06306306306306306
2006-10-26,gwb,trust,0.26126126126126126
2006-10-26,gwb,surprise,0.0
2006-10-26,gwb,positive,0.34234234234234234
2006-10-26,gwb,negative,0.09009009009009009
2006-10-26,gwb,sadness,0.04504504504504504
2006-10-26,gwb,disgust,0.02702702702702703
2006-10-26,gwb,joy,0.04504504504504504
2006-10-26,gwb,anticipation,0.04504504504504504
2006-12-30,gwb,fear,0.1595744680851064
2006-12-30,gwb,anger,0.07446808510638298
2006-12-30,gwb,trust,0.13829787234042554
2006-12-30,gwb,surprise,0.031914893617021274
2006-12-30,gwb,positive,0.22340425531914893
2006-12-30,gwb,negative,0.1276595744680851
2006-12-30,gwb,sadness,0.07446808510638298
2006-12-30,gwb,disgust,0.05319148936170213
2006-12-30,gwb,joy,0.06382978723404255
2006-12-30,gwb,anticipation,0.05319148936170213
2007-01-11,gwb,fear,0.11933174224343675
2007-01-11,gwb,anger,0.07279236276849642
2007-01-11,gwb,trust,0.1431980906921241
2007-01-11,gwb,surprise,0.04295942720763723
2007-01-11,gwb,positive,0.22792362768496421
2007-01-11,gwb,negative,0.12052505966587113
2007-01-11,gwb,sadness,0.057279236276849645
2007-01-11,gwb,disgust,0.027446300715990454
2007-01-11,gwb,joy,0.081145584725537
2007-01-11,gwb,anticipation,0.10739856801909307
2007-01-23,gwb,fear,0.10815939278937381
2007-01-23,gwb,anger,0.068943706514864
2007-01-23,gwb,trust,0.1461100569259962
2007-01-23,gwb,surprise,0.038583175205566096
2007-01-23,gwb,positive,0.22896900695762176
2007-01-23,gwb,negative,0.13029728020240355
2007-01-23,gwb,sadness,0.06388361796331436
2007-01-23,gwb,disgust,0.03289057558507274
2007-01-23,gwb,joy,0.08412397216951296
2007-01-23,gwb,anticipation,0.09803921568627451
2007-03-06,gwb,fear,0.07142857142857142
2007-03-06,gwb,anger,0.07142857142857142
2007-03-06,gwb,trust,0.21428571428571427
2007-03-06,gwb,surprise,0.0
2007-03-06,gwb,positive,0.21428571428571427
2007-03-06,gwb,negative,0.07142857142857142
2007-03-06,gwb,sadness,0.07142857142857142
2007-03-06,gwb,disgust,0.07142857142857142
2007-03-06,gwb,joy,0.0
2007-03-06,gwb,anticipation,0.21428571428571427
2007-04-16,gwb,fear,0.0851063829787234
2007-04-16,gwb,anger,0.02127659574468085
2007-04-16,gwb,trust,0.14893617021276595
2007-04-16,gwb,surprise,0.0
2007-04-16,gwb,positive,0.23404255319148937
2007-04-16,gwb,negative,0.1276595744680851
2007-04-16,gwb,sadness,0.10638297872340426
2007-04-16,gwb,disgust,0.0425531914893617
2007-04-16,gwb,joy,0.0851063829787234
2007-04-16,gwb,anticipation,0.14893617021276595
2007-05-01,gwb,fear,0.16119402985074627
2007-05-01,gwb,anger,0.12238805970149254
2007-05-01,gwb,trust,0.11641791044776119
2007-05-01,gwb,surprise,0.04477611940298507
2007-05-01,gwb,positive,0.13432835820895522
2007-05-01,gwb,negative,0.18208955223880596
2007-05-01,gwb,sadness,0.07164179104477612
2007-05-01,gwb,disgust,0.03283582089552239
2007-05-01,gwb,joy,0.041791044776119404
2007-05-01,gwb,anticipation,0.09253731343283582
2007-07-26,gwb,fear,0.0
2007-07-26,gwb,anger,0.0
2007-07-26,gwb,trust,0.15789473684210525
2007-07-26,gwb,surprise,0.05263157894736842
2007-07-26,gwb,positive,0.3684210526315789
2007-07-26,gwb,negative,0.15789473684210525
2007-07-26,gwb,sadness,0.0
2007-07-26,gwb,disgust,0.0
2007-07-26,gwb,joy,0.05263157894736842
2007-07-26,gwb,anticipation,0.21052631578947367
2007-09-17,gwb,fear,0.10714285714285714
2007-09-17,gwb,anger,0.07142857142857142
2007-09-17,gwb,trust,0.20535714285714285
2007-09-17,gwb,surprise,0.03125
2007-09-17,gwb,positive,0.25892857142857145
2007-09-17,gwb,negative,0.10714285714285714
2007-09-17,gwb,sadness,0.04017857142857143
2007-09-17,gwb,disgust,0.03571428571428571
2007-09-17,gwb,joy,0.05803571428571429
2007-09-17,gwb,anticipation,0.08482142857142858
2007-11-27,gwb,fear,0.06919060052219321
2007-11-27,gwb,anger,0.04960835509138381
2007-11-27,gwb,trust,0.18929503916449086
2007-11-27,gwb,surprise,0.0195822454308094
2007-11-27,gwb,positive,0.2689295039164491
2007-11-27,gwb,negative,0.08224543080939947
2007-11-27,gwb,sadness,0.04046997389033943
2007-11-27,gwb,disgust,0.02349869451697128
2007-11-27,gwb,joy,0.11357702349869452
2007-11-27,gwb,anticipation,0.14360313315926893
2007-12-19,gwb,fear,0.095
2007-12-19,gwb,anger,0.045
2007-12-19,gwb,trust,0.17
2007-12-19,gwb,surprise,0.035
2007-12-19,gwb,positive,0.295
2007-12-19,gwb,negative,0.125
2007-12-19,gwb,sadness,0.04
2007-12-19,gwb,disgust,0.025
2007-12-19,gwb,joy,0.08
2007-12-19,gwb,anticipation,0.09
2008-01-18,gwb,fear,0.05106382978723404
2008-01-18,gwb,anger,0.02127659574468085
2008-01-18,gwb,trust,0.22127659574468084
2008-01-18,gwb,surprise,0.03829787234042553
2008-01-18,gwb,positive,0.3148936170212766
2008-01-18,gwb,negative,0.12340425531914893
2008-01-18,gwb,sadness,0.08085106382978724
2008-01-18,gwb,disgust,0.00851063829787234
2008-01-18,gwb,joy,0.05531914893617021
2008-01-18,gwb,anticipation,0.0851063829787234
2008-01-28,gwb,fear,0.07549504950495049
2008-01-28,gwb,anger,0.06311881188118812
2008-01-28,gwb,trust,0.1775990099009901
2008-01-28,gwb,surprise,0.04579207920792079
2008-01-28,gwb,positive,0.2685643564356436
2008-01-28,gwb,negative,0.11138613861386139
2008-01-28,gwb,sadness,0.04146039603960396
2008-01-28,gwb,disgust,0.022277227722772276
2008-01-28,gwb,joy,0.09344059405940594
2008-01-28,gwb,anticipation,0.10086633663366337
2008-02-13,gwb,fear,0.05223880597014925
2008-02-13,gwb,anger,0.029850746268656716
2008-02-13,gwb,trust,0.1865671641791045
2008-02-13,gwb,surprise,0.05223880597014925
2008-02-13,gwb,positive,0.291044776119403
2008-02-13,gwb,negative,0.11940298507462686
2008-02-13,gwb,sadness,0.08955223880597014
2008-02-13,gwb,disgust,0.014925373134328358
2008-02-13,gwb,joy,0.06716417910447761
2008-02-13,gwb,anticipation,0.09701492537313433
2008-05-21,gwb,fear,0.06535947712418301
2008-05-21,gwb,anger,0.058823529411764705
2008-05-21,gwb,trust,0.17647058823529413
2008-05-21,gwb,surprise,0.026143790849673203
2008-05-21,gwb,positive,0.2549019607843137
2008-05-21,gwb,negative,0.1503267973856209
2008-05-21,gwb,sadness,0.026143790849673203
2008-05-21,gwb,disgust,0.0196078431372549
2008-05-21,gwb,joy,0.08496732026143791
2008-05-21,gwb,anticipation,0.13725490196078433
2008-05-22,gwb,fear,0.031578947368421054
2008-05-22,gwb,anger,0.05789473684210526
2008-05-22,gwb,trust,0.14210526315789473
2008-05-22,gwb,surprise,0.02631578947368421
2008-05-22,gwb,positive,0.2578947368421053
2008-05-22,gwb,negative,0.11578947368421053
2008-05-22,gwb,sadness,0.05263157894736842
2008-05-22,gwb,disgust,0.042105263157894736
2008-05-22,gwb,joy,0.06315789473684211
2008-05-22,gwb,anticipation,0.21052631578947367
2008-09-04,gwb,fear,0.09515859766277128
2008-09-04,gwb,anger,0.05509181969949917
2008-09-04,gwb,trust,0.1652754590984975
2008-09-04,gwb,surprise,0.03171953255425709
2008-09-04,gwb,positive,0.2353923205342237
2008-09-04,gwb,negative,0.14440734557595994
2008-09-04,gwb,sadness,0.05843071786310518
2008-09-04,gwb,disgust,0.028380634390651086
2008-09-04,gwb,joy,0.09348914858096828
2008-09-04,gwb,anticipation,0.09265442404006678
2008-09-07,gwb,fear,0.11666666666666667
2008-09-07,gwb,anger,0.03333333333333333
2008-09-07,gwb,trust,0.23333333333333334
2008-09-07,gwb,surprise,0.03333333333333333
2008-09-07,gwb,positive,0.21666666666666667
2008-09-07,gwb,negative,0.15
2008-09-07,gwb,sadness,0.05
2008-09-07,gwb,disgust,0.016666666666666666
2008-09-07,gwb,joy,0.06666666666666667
2008-09-07,gwb,anticipation,0.08333333333333333
2008-10-01,gwb,fear,0.0
2008-10-01,gwb,anger,0.04
2008-10-01,gwb,trust,0.24
2008-10-01,gwb,surprise,0.04
2008-10-01,gwb,positive,0.48
2008-10-01,gwb,negative,0.04
2008-10-01,gwb,sadness,0.04
2008-10-01,gwb,disgust,0.0
2008-10-01,gwb,joy,0.08
2008-10-01,gwb,anticipation,0.04
2008-10-03,gwb,fear,0.08064516129032258
2008-10-03,gwb,anger,0.03763440860215054
2008-10-03,gwb,trust,0.16129032258064516
2008-10-03,gwb,surprise,0.021505376344086023
2008-10-03,gwb,positive,0.3010752688172043
2008-10-03,gwb,negative,0.15053763440860216
2008-10-03,gwb,sadness,0.08602150537634409
2008-10-03,gwb,disgust,0.010752688172043012
2008-10-03,gwb,joy,0.08064516129032258
2008-10-03,gwb,anticipation,0.06989247311827956
2008-12-19,gwb,fear,0.1095890410958904
2008-12-19,gwb,anger,0.06506849315068493
2008-12-19,gwb,trust,0.13013698630136986
2008-12-19,gwb,surprise,0.030821917808219176
2008-12-19,gwb,positive,0.2089041095890411
2008-12-19,gwb,negative,0.14383561643835616
2008-12-19,gwb,sadness,0.0958904109589041
2008-12-19,gwb,disgust,0.06506849315068493
2008-12-19,gwb,joy,0.0547945205479452
2008-12-19,gwb,anticipation,0.0958904109589041
