date,source,sentence,depth
2009-01-05,oba,"So with that, let me take a couple questions.",4
2009-01-20,oba,"I, Barack Hussein Obama, do solemnly swear that I will execute the office of the President of the United States faithfully, and will to the best of my ability, preserve, protect, and defend the Constitution of the United States, so help me God.",14
2009-01-20,oba,"Thank you, thank you.",2
2009-01-20,oba,"My fellow citizens:

I stand here today humbled by the task before us, grateful for the trust you've bestowed, mindful of the sacrifices borne by our ancestors.",11
2009-01-20,oba,"I thank President Bush for his service to our nation, as well as the generosity and cooperation he has shown throughout this transition.",5
2009-01-20,oba,Forty-four Americans have now taken the presidential Oath.,3
2009-01-20,oba,The words have been spoken during rising tides of prosperity and the still waters of peace.,5
2009-01-20,oba,"Yet, every so often the Oath is taken amidst gathering clouds and raging storms.",4
2009-01-20,oba,"At these moments, America has carried on not simply because of the skill or vision of those in high office, but because We the People have remained faithful to the ideals of our forebearers [sic], and true to our founding documents.",7
2009-01-20,oba,So it has been.,1
2009-01-20,oba,So it must be with this generation of Americans.,4
2009-01-20,oba,That we are in the midst of crisis is now well understood.,5
2009-01-20,oba,"Our nation is at war, against a far-reaching network of violence and hatred.",5
2009-01-20,oba,"Our economy is badly weakened, a consequence of greed and irresponsibility on the part of some, but also our collective failure to make hard choices and prepare the nation for a new age.",8
2009-01-20,oba,Homes have been lost; jobs shed; businesses shuttered.,3
2009-01-20,oba,Our health care is too costly; our schools fail too many; and each day brings further evidence that the ways we use energy strengthen our adversaries and threaten our planet.,6
2009-01-20,oba,"These are the indicators of crisis, subject to data and statistics.",5
2009-01-20,oba,"Less measurable, but no less profound, is a sapping of confidence across our land -- a nagging fear that America's decline is inevitable, that the next generation must lower its sights.",6
2009-01-20,oba,Today I say to you that the challenges we face are real.,4
2009-01-20,oba,They are serious and they are many.,2
2009-01-20,oba,They will not be met easily or in a short span of time.,4
2009-01-20,oba,"But know this, America: They will be met.",3
2009-01-20,oba,"On this day, we gather because we have chosen hope over fear, unity of purpose over conflict and discord.",7
2009-01-20,oba,"On this day, we come to proclaim an end to the petty grievances and false promises, the recriminations and worn out dogmas, that for far too long have strangled our politics.",7
2009-01-20,oba,"We remain a young nation, but in the words of Scripture, the time has come to ""set aside childish things.""",5
2009-01-20,oba,"The time has come to reaffirm our enduring spirit; to choose our better history; to carry forward that precious gift, that noble idea, passed on from generation to generation: the God-given promise that all are equal, all are free, and all deserve a chance to pursue their full measure of happiness.",9
2009-01-20,oba,"In reaffirming the greatness of our nation, we understand that greatness is never a given.",6
2009-01-20,oba,It must be earned.,1
2009-01-20,oba,Our journey has never been one of short-cuts or settling for less.,4
2009-01-20,oba,"It has not been the path for the faint-hearted -- for those who prefer leisure over work, or seek only the pleasures of riches and fame.",6
2009-01-20,oba,"Rather, it has been the risk-takers, the doers, the makers of things -- some celebrated but more often men and women obscure in their labor, who have carried us up the long, rugged path towards prosperity and freedom.",9
2009-01-20,oba,"For us, they packed up their few worldly possessions and traveled across oceans in search of a new life.",6
2009-01-20,oba,"For us, they toiled in sweatshops and settled the West; endured the lash of the whip and plowed the hard earth.",5
2009-01-20,oba,"For us, they fought and died, in places like Concord and Gettysburg; Normandy and Khe Sahn.",8
2009-01-20,oba,Time and again these men and women struggled and sacrificed and worked till their hands were raw so that we might live a better life.,6
2009-01-20,oba,They saw America as bigger than the sum of our individual ambitions; greater than all the differences of birth or wealth or faction.,7
2009-01-20,oba,This is the journey we continue today.,3
2009-01-20,oba,"We remain the most prosperous, powerful nation on Earth.",3
2009-01-20,oba,Our workers are no less productive than when this crisis began.,5
2009-01-20,oba,"Our minds are no less inventive, our goods and services no less needed than they were last week or last month or last year.",6
2009-01-20,oba,Our capacity remains undiminished.,2
2009-01-20,oba,"But our time of standing pat, of protecting narrow interests and putting off unpleasant decisions - that time has surely passed.",6
2009-01-20,oba,"Starting today, we must pick ourselves up, dust ourselves off, and begin again the work of remaking America.",6
2009-01-20,oba,"For everywhere we look, there is work to be done.",3
2009-01-20,oba,"The state of our economy calls for action, bold and swift, and we will act -- not only to create new jobs, but to lay a new foundation for growth.",6
2009-01-20,oba,"We will build the roads and bridges, the electric grids and digital lines that feed our commerce and bind us together.",5
2009-01-20,oba,"We will restore science to its rightful place, and wield technology's wonders to raise health care's quality and lower its cost.",4
2009-01-20,oba,We will harness the sun and the winds and the soil to fuel our cars and run our factories.,4
2009-01-20,oba,And we will transform our schools and colleges and universities to meet the demands of a new age.,5
2009-01-20,oba,All this we can do.,2
2009-01-20,oba,All this we will do.,2
2009-01-20,oba,"Now, there are some who question the scale of our ambitions -- who suggest that our system cannot tolerate too many big plans.",6
2009-01-20,oba,Their memories are short.,2
2009-01-20,oba,"For they have forgotten what this country has already done; what free men and women can achieve when imagination is joined to common purpose, and necessity to courage.",4
2009-01-20,oba,What the cynics fail to understand is that the ground has shifted beneath them -- that the stale political arguments that have consumed us for so long no longer apply.,5
2009-01-20,oba,"The question we ask today is not whether our government is too big or too small, but whether it works -- whether it helps families find jobs at a decent wage, care they can afford, a retirement that is dignified.",6
2009-01-20,oba,"Where the answer is yes, we intend to move forward.",3
2009-01-20,oba,"Where the answer is no, programs will end.",3
2009-01-20,oba,"And those of us who manage the public's dollars will be held to account -- to spend wisely, reform bad habits, and do our business in the light of day -- because only then can we restore the vital trust between a people and their government.",8
2009-01-20,oba,"Nor is the question before us whether the market is a force for good or ill. Its power to generate wealth and expand freedom is unmatched, but this crisis has reminded us that without a watchful eye, the market can spin out of control.",5
2009-01-20,oba,The nation cannot prosper long when it favors only the prosperous.,3
2009-01-20,oba,"The success of our economy has always depended not just on the size of our Gross Domestic Product, but on the reach of our prosperity; on the ability to extend opportunity to every willing heart -- not out of charity, but because it is the surest route to our common good.",8
2009-01-20,oba,"As for our common defense, we reject as false the choice between our safety and our ideals.",5
2009-01-20,oba,"Our Founding Fathers -- Our Founding Fathers, faced with perils that we can scarcely imagine, drafted a charter to assure the rule of law and the rights of man, a charter expanded by the blood of generations.",8
2009-01-20,oba,"Those ideals still light the world, and we will not give them up for expedience'sake.",3
2009-01-20,oba,"And so to all the other peoples and governments who are watching today, from the grandest capitals to the small village where my father was born: Know that America is a friend of each nation and every man, woman, and child who seeks a future of peace and dignity.",10
2009-01-20,oba,And we are ready to lead once more.,4
2009-01-20,oba,"Recall that earlier generations faced down fascism and communism not just with missiles and tanks, but with the sturdy alliances and enduring convictions.",6
2009-01-20,oba,"They understood that our power alone cannot protect us, nor does it entitle us to do as we please.",4
2009-01-20,oba,"Instead, they knew that our power grows through its prudent use; our security emanates from the justness of our cause, the force of our example, the tempering qualities of humility and restraint.",5
2009-01-20,oba,We are the keepers of this legacy.,4
2009-01-20,oba,"Guided by these principles once more, we can meet those new threats that demand even greater effort -- even greater cooperation and understanding between nations.",5
2009-01-20,oba,"We will begin to responsibly leave Iraq to its people, and forge a hard-earned peace in Afghanistan.",4
2009-01-20,oba,"With old friends and former foes, we will work tirelessly to lessen the nuclear threat, and roll back the specter of a warming planet.",5
2009-01-20,oba,"We will not apologize for our way of life, nor will we waver in its defense, and for those who seek to advance their aims by inducing terror and slaughtering innocents, we say to you now that our spirit is stronger and cannot be broken.",10
2009-01-20,oba,"You cannot outlast us, and we will defeat you!",2
2009-01-20,oba,"For we know that our patchwork heritage is a strength, not a weakness.",4
2009-01-20,oba,"We are a nation of Christians and Muslims, Jews and Hindus -- and non-believers.",5
2009-01-20,oba,"We are shaped by every language and culture, drawn from every end of this Earth; and because we have tasted the bitter swill of civil war and segregation, and emerged from that dark chapter stronger and more united, we cannot help but believe that the old hatreds shall someday pass; that the lines of tribe shall soon dissolve; that as the world grows smaller, our common humanity shall reveal itself; and that America must play its role in ushering in a new era of peace.",10
2009-01-20,oba,"To the Muslim world, we seek a new way forward, based on mutual interest and mutual respect.",5
2009-01-20,oba,"To those leaders around the globe who seek to sow conflict, or blame their society's ills on the West -- know that your people will judge you on what you can build, not what you destroy.",7
2009-01-20,oba,"To those -- To those who cling to power through corruption and deceit and the silencing of dissent, know that you are on the wrong side of history; but that we will extend a hand if you are willing to unclench your fist.",7
2009-01-20,oba,"To the people of poor nations, we pledge to work alongside you to make your farms flourish and let clean waters flow; to nourish starved bodies and feed hungry minds.",7
2009-01-20,oba,"And to those nations like ours that enjoy relative plenty, we say we can no longer afford indifference to the suffering outside our borders; nor can we consume the world's resources without regard to effect.",7
2009-01-20,oba,"For the world has changed, and we must change with it.",3
2009-01-20,oba,"As we consider the road that unfolds before us, we remember with humble gratitude those brave Americans who, at this very hour, patrol far-off deserts and distant mountains.",6
2009-01-20,oba,"They have something to tell us, just as the fallen heroes who lie in Arlington whisper through the ages.",5
2009-01-20,oba,"We honor them not only because they are the guardians of our liberty, but because they embody the spirit of service; a willingness to find meaning in something greater than themselves.",9
2009-01-20,oba,"And yet, at this moment -- a moment that will define a generation -- it is precisely this spirit that must inhabit us all.",5
2009-01-20,oba,"For as much as government can do and must do, it is ultimately the faith and determination of the American people upon which this nation relies.",6
2009-01-20,oba,"It is the kindness to take in a stranger when the levees break, the selflessness of workers who would rather cut their hours than see a friend lose their job which sees us through our darkest hours.",11
2009-01-20,oba,"It is the firefighter's courage to storm a stairway filled with smoke, but also a parent's willingness to nurture a child, that finally decides our fate.",6
2009-01-20,oba,Our challenges may be new.,2
2009-01-20,oba,The instruments with which we meet them may be new.,4
2009-01-20,oba,"But those values upon which our success depends -- honesty and hard work, courage and fair play, tolerance and curiosity, loyalty and patriotism -- these things are old.",10
2009-01-20,oba,These things are true.,2
2009-01-20,oba,They have been the quiet force of progress throughout our history.,4
2009-01-20,oba,What is demanded then is a return to these truths.,4
2009-01-20,oba,"What is required of us now is a new era of responsibility -- a recognition, on the part of every American, that we have duties to ourselves, our nation, and the world, duties that we do not grudgingly accept but rather seize gladly, firm in the knowledge that there is nothing so satisfying to the spirit, so defining of our character, than giving our all to a difficult task.",8
2009-01-20,oba,This is the price and the promise of citizenship.,4
2009-01-20,oba,This is the source of our confidence -- the knowledge that God calls on us to shape an uncertain destiny.,8
2009-01-20,oba,"This is the meaning of our liberty and our creed -- why men and women and children of every race and every faith can join in celebration across this magnificent mall, and why a man whose father less than sixty years ago might not have been served at a local restaurant can now stand before you to take a most sacred Oath.",8
2009-01-20,oba,"So let us mark this day with remembrance, of who we are and how far we have traveled.",4
2009-01-20,oba,"In the year of America's birth, in the coldest of months, a small band of patriots huddled by dying campfires on the shores of an icy river.",11
2009-01-20,oba,The Capitol was abandoned.,2
2009-01-20,oba,The enemy was advancing.,2
2009-01-20,oba,The snow was stained with blood.,2
2009-01-20,oba,"At a moment when the outcome of our revolution was most in doubt, the father of our nation ordered these words be read to the people:

    Let it be told to the future world...that in the depth of winter, when nothing but hope and virtue could survive...that the city and the country, alarmed at one common danger, came forth to meet [it].",8
2009-01-20,oba,"America: In the face of our common dangers, in this winter of our hardship, let us remember these timeless words.",1
2009-01-20,oba,"With hope and virtue, let us brave once more the icy currents, and endure what storms may come.",3
2009-01-20,oba,"Let it be said by our children's children that when we were tested we refused to let this journey end, that we did not turn back nor did we falter; and with eyes fixed on the horizon and God's grace upon us, we carried forth that great gift of freedom and delivered it safely to future generations.",11
2009-01-20,oba,"Thank you, God bless you, and God bless the United States of America.",5
2009-04-02,oba,"Good afternoon, or good evening -- we're running a little bit late.",3
2009-04-02,oba,"Earlier today, we finished a very productive summit that will be, I believe, a turning point in our pursuit of global economic recovery.",8
2009-04-02,oba,"By any measure, the London summit was historic.",3
2009-04-02,oba,"It was historic because of the size and the scope of the challenges that we face, and because of the timeliness and magnitude of our response.",7
2009-04-02,oba,The challenge is clear.,2
2009-04-02,oba,The global economy is contracting.,2
2009-04-02,oba,Trade is shrinking.,1
2009-04-02,oba,Unemployment is rising.,1
2009-04-02,oba,The international finance system is nearly frozen.,2
2009-04-02,oba,"Even these facts can't fully capture the crisis that we're confronting, because behind them is the pain and uncertainty that so many people are facing.",6
2009-04-02,oba,We see it back in the United States.,4
2009-04-02,oba,We see it here in London.,3
2009-04-02,oba,"We see it around the world:  families losing their homes, workers losing their jobs and their savings, students who are deferring their dreams.",5
2009-04-02,oba,So many have lost so much.,2
2009-04-02,oba,"Just to underscore this point, back in the United States, jobless claims released today were the highest in 26 years.",4
2009-04-02,oba,"We owe it to all of our citizens to act, and to act with a sense of urgency.",5
2009-04-02,oba,"In an age where our economies are linked more closely than ever before, the whole world has been touched by this devastating downturn.",7
2009-04-02,oba,"And today, the world's leaders have responded with an unprecedented set of comprehensive and coordinated actions.",6
2009-04-02,oba,"Now, just keep in mind some historical context.",2
2009-04-02,oba,"Faced with similar global challenges in the past, the world was slow to act, and people paid an enormous price.",4
2009-04-02,oba,"That was true in the Great Depression, when nations prolonged and worsened the crisis by turning inward, waiting for more than a decade to meet the challenge together.",10
2009-04-02,oba,"Even as recently as the 1980s, the slow global response deepened and widened a debt crisis in Latin America that pushed millions into poverty.",5
2009-04-02,oba,"Today, we've learned the lessons of history.",3
2009-04-02,oba,"I know that in the days leading up to the summit, some of you in the press, some commentators, confused honest and open debate with irreconcilable differences.",8
2009-04-02,oba,"But after weeks of preparation, and two days of careful negotiation, we have agreed on a series of unprecedented steps to restore growth and prevent a crisis like this from happening again.",5
2009-04-02,oba,Let me outline what I think has been most significant.,5
2009-04-02,oba,"Number one, we are committed to growth and job creation.",5
2009-04-02,oba,"All G20 nations have acted to stimulate demand, which will total well over $2 trillion in global fiscal expansion.",7
2009-04-02,oba,"The United States is also partnering with the private sector to clean out the troubled assets, the legacy assets that are crippling some banks, and using the full force of the government to ensure that our action leads directly to loans to businesses large and small, as well as individuals who depend on credit.",10
2009-04-02,oba,"And these efforts will be amplified by our G20 partners, who are pursuing similarly comprehensive programs.",6
2009-04-02,oba,"And we also agreed on bold action to support developing countries, so that we aren't faced with declining markets that the global economy depends on.",4
2009-04-02,oba,"Together, the G20 is tripling the IMF's lending capacity and promoting lending by multilateral development banks to increase the purchasing power and expand markets in every country.",6
2009-04-02,oba,We've also rejected the protectionism that could deepen this crisis.,4
2009-04-02,oba,History tells us that turning inward can help turn a downturn into a depression.,5
2009-04-02,oba,"And this cooperation between the world's leading economies signals our support for open markets, as does our multilateral commitment to trade finance that will grow our exports and create new jobs.",8
2009-04-02,oba,That's all on the growth front.,3
2009-04-02,oba,And next we made enormous strides in committing ourselves to comprehensive reform of a failed regulatory system.,7
2009-04-02,oba,"And together, I believe that we must put an end to the bubble-and-bust economy that has stood in the way of sustained growth and enabled abusive risk-taking that endangers our prosperity.",9
2009-04-02,oba,"At home, back in the States, our efforts began with the approach that Secretary Geithner proposed last week, the strongest regulatory reforms any nation has contemplated so far to prevent the massive failure of responsibility that we have already seen.",8
2009-04-02,oba,"Today, these principles have informed and enabled the coordinated action that we will take with our G20 partners.",6
2009-04-02,oba,"To prevent future crises, we agreed to increased transparency and capital protections for financial institutions.",5
2009-04-02,oba,"We're extending supervision to all systemically important institutions, markets and products, including hedge funds.",5
2009-04-02,oba,"We'll identify jurisdictions that fail to cooperate, including tax havens, and take action to defend our financial system.",4
2009-04-02,oba,We will reestablish the Financial Stability Forum with a stronger mandate.,3
2009-04-02,oba,"And we will reform and expand the IMF and World Bank so they are more efficient, effective and representative.",4
2009-04-02,oba,"Finally, we are protecting those who don't always have a voice at the G20, but who have suffered greatly in this crisis.",6
2009-04-02,oba,And the United States is ready to lead in this endeavor.,5
2009-04-02,oba,"In the coming days, I intend to work with Congress to provide $448 million in immediate assistance to vulnerable populations -- from Africa to Latin America -- and to double support for food safety to over $1 billion so that we are giving people the tools they need to lift themselves out of poverty.",13
2009-04-02,oba,We will also support the United Nations and World Bank as they coordinate the rapid assistance necessary to prevent humanitarian catastrophe.,6
2009-04-02,oba,"I have to say, though, that this is not just charity.",3
2009-04-02,oba,"These are all future markets for all countries, and future drivers of world economic growth.",4
2009-04-02,oba,"Let me also underscore my appreciation to Prime Minister Brown, his entire team, and all my colleagues from around the world who contributed to the summit's success.",13
2009-04-02,oba,"You know, it's hard for 20 heads of state to bridge their differences.",4
2009-04-02,oba,"We've all got our own national policies; we all have our own assumptions, our own political cultures.",3
2009-04-02,oba,But our citizens are all hurting.,2
2009-04-02,oba,They all need us to come together.,2
2009-04-02,oba,"So I'm pleased that the G20 has agreed to meet again this fall, because I believe that this is just the beginning.",5
2009-04-02,oba,Our problems are not going to be solved in one meeting; they're not going to be solved in two meetings.,5
2009-04-02,oba,We're going to have to be proactive in shaping events and persistent in monitoring our progress to determine whether further action is needed.,12
2009-04-02,oba,I also want to just make a few remarks about additional meetings I had outside of the G20 context.,9
2009-04-02,oba,"While here in London I had the opportunity to hold bilateral meetings with leaders of Russia, China, South Korea, Saudi Arabia and India, as well as Great Britain.",11
2009-04-02,oba,And these discussions were extraordinarily valuable and productive.,2
2009-04-02,oba,"Of course, we spoke about additional steps to promote economic recovery and growth.",5
2009-04-02,oba,But we also discussed coordinated actions on a range of issues:  how we could reduce the nuclear threat; how we could forge a coordinated response to North Korea's planned missile launch; how we can turn back terrorism and stabilize Afghanistan; how we can protect our planet from the scourge of climate change.,8
2009-04-02,oba,I'm encouraged that we laid the groundwork for real and lasting progress on a host of these issues.,9
2009-04-02,oba,"Ultimately, the challenges of the 21st century can't be met without collective action.",4
2009-04-02,oba,"Agreement will almost never be easy, and results won't always come quickly.",2
2009-04-02,oba,"But I am committed to respecting different points of view, and to forging a consensus instead of dictating our terms.",6
2009-04-02,oba,That's how we made progress in the last few days.,4
2009-04-02,oba,And that's how we will advance and uphold our ideals in the months and years to come.,5
2009-04-02,oba,"You know, at home, I've often spoken about a new era of responsibility.",4
2009-04-02,oba,And I believe strongly that this era must not end at our borders.,4
2009-04-02,oba,"In a world that's more and more interconnected, we all have responsibilities to work together to solve common challenges.",5
2009-04-02,oba,"And although it will take time, I am confident that we will rebuild global prosperity if we act with a common sense of purpose, persistence, and the optimism that the moment demands.",12
2009-04-02,oba,"So I appreciate your attention, and I'm going to take a few questions.",4
2009-04-02,oba,I've got a list of a few people I'm going to call on and then I will intersperse some folks I'm calling on randomly.,6
2009-04-15,oba,"Well, to President DeGioia, thank you so much for the gracious introduction, and thanks for bringing your family -- including JT -- appreciate you.",6
2009-04-15,oba,"We're going to invite him over, hang out with the girls.",4
2009-04-15,oba,He's a pretty good-looking young man.,3
2009-04-15,oba,"To Mayor Adrian Fenty, who's doing such a great job in this city, thank you so much for your attendance.",6
2009-04-15,oba,"To Representative Donna Edwards, who is here and represents Maryland's 4th District, thank you.",7
2009-04-15,oba,"To Georgetown University students, it is great to be here.",4
2009-04-15,oba,"Well, it is good to be back.",2
2009-04-15,oba,"I appeared in this room during the campaign and had a wonderful reception then, and it's wonderful to be back and be with all of you.",7
2009-04-15,oba,We're going to talk about the economy today.,4
2009-04-15,oba,"And I was telling President DeGioia this may be a slightly longer speech than I usually give, but it's a slightly bigger topic, and that is how we are going to deal with so many of our economic challenges.",10
2009-04-15,oba,"You know, it's been 12 weeks now since my administration began.",3
2009-04-15,oba,"And I think that even our critics would agree that at the very least, we've been busy.",5
2009-04-15,oba,"In just under three months, we've responded to an extraordinary set of economic challenges with extraordinary action -- action that's been unprecedented both in terms of its scale and its speed.",10
2009-04-15,oba,And I know that some have accused us of taking on too much at once.,5
2009-04-15,oba,Others believe we haven't done enough.,2
2009-04-15,oba,"And many Americans are simply wondering how all of our different programs and policies fit together in a single, overarching strategy that will move this economy from recession to recovery and ultimately to prosperity.",6
2009-04-15,oba,"So today, I want to step back for a moment and explain our strategy as clearly as I can.",5
2009-04-15,oba,"This is going to be prose, and not poetry.",2
2009-04-15,oba,"I want to talk about what we've done, why we've done it, and what we have left to do.",4
2009-04-15,oba,"I want to update you on the progress we've made, but I also want to be honest about the pitfalls that may still lie ahead.",7
2009-04-15,oba,"Most of all, I want every American to know that each action we take and each policy we pursue is driven by a larger vision of America's future -- a future where sustained economic growth creates good jobs and rising incomes; a future where prosperity is fueled not by excessive debt, or reckless speculation, or fleeting profits, but is instead built by skilled, productive workers, by sound investments that will spread opportunity at home and allow this nation to lead the world in the technologies and the innovation and discoveries that will shape the 21st century.",16
2009-04-15,oba,That's the America I see.,3
2009-04-15,oba,That's the America that Georgetown is preparing so many of you for.,4
2009-04-15,oba,That is the future that I know that we can have.,4
2009-04-15,oba,"Now, to understand how we get there, we first need to understand how we got here.",3
2009-04-15,oba,Recessions are not uncommon.,1
2009-04-15,oba,"Markets and economies naturally ebb and flow, as we've seen many times in our history.",4
2009-04-15,oba,But this recession is different.,2
2009-04-15,oba,This recession was not caused by a normal downturn in the business cycle.,5
2009-04-15,oba,It was caused by a perfect storm of irresponsibility and poor decision-making that stretched from Wall Street to Washington to Main Street.,6
2009-04-15,oba,"As has been widely reported, it started in the housing market.",3
2009-04-15,oba,"During the course of the decade, the formula for buying a house changed: Instead of saving their pennies to buy their dream house, many Americans found that suddenly they could take out loans that by traditional standards their incomes just could not support.",6
2009-04-15,oba,Others were tricked into signing these subprime loans by lenders who were trying to make a quick profit.,8
2009-04-15,oba,The reason these loans were so readily available was that Wall Street saw big profits to be made.,5
2009-04-15,oba,"Investment banks would buy and package together these questionable mortgages into securities, arguing that by pooling the mortgages the risks had somehow been reduced.",7
2009-04-15,oba,"And credit agencies that are supposed to help investors determine the soundness of various investments stamped the securities with their safest rating when they should have been labeled ""Buyer Beware.""",8
2009-04-15,oba,"No one really knew what the actual value of these securities were, no one fully understood what the risks were.",5
2009-04-15,oba,"But since the housing market was booming and prices were rising, banks and investors just kept buying and selling them, always passing off the risk to someone else for a greater profit without having to take any of the ultimate responsibility.",8
2009-04-15,oba,Banks took on more debt than they could handle.,3
2009-04-15,oba,"The government-chartered companies Fannie Mae and Freddie Mac, whose traditional mandate was to help support traditional mortgages, decided to get in on the action by buying and holding billions of dollars of these securities.",10
2009-04-15,oba,"AIG, the biggest insurer in the world that had a very traditional insurance business that was very profitable, decided to make profits suddenly by selling billions of dollars of complicated financial instruments that supposedly insured these securities.",11
2009-04-15,oba,Everybody was making record profits -- except the wealth created was real only on paper.,4
2009-04-15,oba,"And as the bubble grew, there was almost no accountability or oversight from anyone in Washington.",5
2009-04-15,oba,Then the housing bubble burst.,2
2009-04-15,oba,Home prices fell.,2
2009-04-15,oba,People began to default on their subprime mortgages.,4
2009-04-15,oba,And the value of all those loans and securities plummeted.,4
2009-04-15,oba,Banks and investors couldn't find anyone to buy them.,2
2009-04-15,oba,Greed gave way to fear.,2
2009-04-15,oba,Investors pulled their money out of the market.,4
2009-04-15,oba,Large financial institutions that didn't have enough money on hand to pay off all their obligations collapsed.,5
2009-04-15,oba,Other banks held on tight to their money and simply stopped lending.,5
2009-04-15,oba,"Now, this is when the crisis spread from Wall Street to Main Street.",4
2009-04-15,oba,"After all, the ability to get a loan is how you finance the purchase of everything from a home to a car to, as you all know very well, a college education.",7
2009-04-15,oba,"It's how stores stock their shelves, and farms buy equipment, and businesses make payroll.",3
2009-04-15,oba,"So when banks stopped lending money, businesses started laying off workers.",3
2009-04-15,oba,"When laid-off workers had less money to spend, businesses were forced to lay off even more workers.",4
2009-04-15,oba,"When people couldn't get a car loan, a bad situation at the auto companies became even worse.",4
2009-04-15,oba,"When people couldn't get home loans, the crisis in the housing market only deepened.",4
2009-04-15,oba,"Because the infected securities were being traded worldwide and other nations also had weak regulations, this recession soon became global.",4
2009-04-15,oba,"And when other nations can't afford to buy our goods, it slows our economy even further.",4
2009-04-15,oba,"So this is the situation, the downward spiral that we confronted on the day that we took office.",7
2009-04-15,oba,"So our most urgent task has been to clear away the wreckage, repair the immediate damage to the economy, and do everything we can to prevent a larger collapse.",6
2009-04-15,oba,"And since the problems we face are all working off each other to feed a vicious economic downturn, we've had no choice but to attack all fronts of our economic crisis simultaneously.",7
2009-04-15,oba,The first step was to fight a severe shortage of demand in the economy.,7
2009-04-15,oba,So the Federal Reserve did this by dramatically lowering interest rates last year in order to boost investment.,4
2009-04-15,oba,My administration and Congress boosted demand by passing the largest recovery plan in our nation's history.,7
2009-04-15,oba,It's a plan that's already in the process of saving or creating 3.5 million jobs over the next two years.,10
2009-04-15,oba,It's putting money directly into people's pockets with a tax cut for 95 percent of working families that's now showing up in paychecks across America.,9
2009-04-15,oba,"And to cushion the blow of this recession, we also provided extended unemployment benefits and continued health care coverage to Americans who've lost their jobs through no fault of their own.",9
2009-04-15,oba,"Now, you will recall that some argued this recovery plan is a case of irresponsible government spending, that it's somehow to blame for our long-term deficit projections, and that the federal government should be cutting instead of increasing spending right now.",7
2009-04-15,oba,So I want to tackle this argument head on.,4
2009-04-15,oba,"To begin with, economists on both the left and the right agree that the last thing a government should do in the middle of a recession is to cut back on spending.",8
2009-04-15,oba,"You see, when this recession began, many families sat around the kitchen table and tried to figure out where they could cut back.",4
2009-04-15,oba,And so have many businesses.,2
2009-04-15,oba,And this is a completely reasonable and understandable reaction.,3
2009-04-15,oba,"But if everybody -- if everybody -- if every family in America, if every business in America cuts back all at once, then no one is spending any money, which means there are no customers, which means there are more layoffs, which means the economy gets even worse.",12
2009-04-15,oba,That's why the government has to step in and temporarily boost spending in order to stimulate demand.,7
2009-04-15,oba,That's exactly what we're doing right now.,3
2009-04-15,oba,"Second, I absolutely agree that our long-term deficit is a major problem that we have to fix.",5
2009-04-15,oba,But the fact is that this recovery plan represents only a tiny fraction of that long-term deficit.,6
2009-04-15,oba,"As I'll discuss in a moment, the key to dealing with our long-term deficit and our national debt is to get a handle on out-of-control health care costs -- not to stand idly by as the economy goes into free fall.",7
2009-04-15,oba,So the recovery plan has been the first step in confronting this economic crisis.,5
2009-04-15,oba,The second step has been to heal our financial system so that credit is once again flowing to the businesses and families who rely on it.,7
2009-04-15,oba,The heart of this financial crisis is that too many banks and other financial institutions simply stopped lending money.,4
2009-04-15,oba,"In a climate of fear, banks were unable to replace their losses from some of those bad mortgages by raising new capital on their own, and they were unwilling to lend the money they did have because they were afraid that no one would pay it back.",7
2009-04-15,oba,"It's for this reason that the last administration used what they called the Troubled Asset Relief Program, or TARP, to provide these banks with temporary financial assistance in order to get them lending again.",7
2009-04-15,oba,"Now, I understand that TARP is not popular, and I have to say that I don't agree with some of the ways the TARP program was managed, but I do agree with the broader rationale that we must provide banks with the capital and the confidence necessary to start lending again.",12
2009-04-15,oba,That's the purpose of the stress tests that will soon tell us how much additional capital will be needed to support lending at our largest banks.,10
2009-04-15,oba,"Ideally, these needs will be met by private investors who are willing to put in money to these banks.",8
2009-04-15,oba,"But where that's not possible, and banks require substantial additional resources from the government, then we will hold accountable those who are responsible, we'll force the necessary adjustments, we'll provide the support to clean up those bank balance sheets, and we will assure the continuity of a strong and viable institution that can serve our people and our economy.",8
2009-04-15,oba,"Of course, there are some who differ with our approach.",5
2009-04-15,oba,"On the one hand, there are some who argue that the government should stand back and simply let these banks fail -- especially since in many cases it was their bad decisions that helped create the crisis in the first place.",10
2009-04-15,oba,"But whether we like it or not, history has shown repeatedly that when nations do not take early and aggressive action to get credit flowing again, they have crises that last years and years instead of months and months -- years of low growth, years of low job creation, years of low investment, all of which cost these nations far more than a course of bold, upfront action.",9
2009-04-15,oba,"And although there are a lot of Americans who understandably think that government money would be better spent going directly to families and businesses instead of to banks -- one of my most frequent questions in the letters that I get from constituents is, ""Where's my bailout?""",8
2009-04-15,oba,-- and I understand the sentiment.,2
2009-04-15,oba,"It makes sense intuitively, and morally it makes sense, but the truth is that a dollar of capital in a bank can actually result in $8 or $10 of loans to families and businesses.",11
2009-04-15,oba,So that's a multiplier effect that can ultimately lead to a faster pace of economic growth.,7
2009-04-15,oba,That's why we have to fix the banks.,4
2009-04-15,oba,"Now, on the other hand, there have been some who don't dispute that we need to shore up the banking system, but they suggest that we've been too timid in how we go about it.",7
2009-04-15,oba,This is essentially the nationalization argument that some of you may have heard.,5
