date,source,sentence,depth
2006-01-31,gwb,I will listen to anyone who has a good idea to offer.,6
2006-01-31,gwb,"We must, however, be guided by some basic principles.",3
2006-01-31,gwb,"We must make Social Security permanently sound, not leave that task for another day.",4
2006-01-31,gwb,We must not jeopardize our economic strength by increasing payroll taxes.,4
2006-01-31,gwb,We must ensure that lower income Americans get the help they need to have dignity and peace of mind in their retirement.,7
2006-01-31,gwb,We must guarantee there is no change for those now retired or nearing retirement.,7
2006-01-31,gwb,"And we must take care that any changes in the system are gradual, so younger workers have years to prepare and plan for their future.",6
2006-01-31,gwb,"As we fix Social Security, we also have the responsibility to make the system a better deal for younger workers.",6
2006-01-31,gwb,And the best way to reach that goal is through voluntary personal retirement accounts.,4
2006-01-31,gwb,Here is how the idea works.,3
2006-01-31,gwb,"Right now, a set portion of the money you earn is taken out of your paycheck to pay for the Social Security benefits of today's retirees.",7
2006-01-31,gwb,"If you're a younger worker, I believe you should be able to set aside part of that money in your own retirement account, so you can build a nest egg for your own future.",8
2006-01-31,gwb,Here's why the personal accounts are a better deal.,3
2006-01-31,gwb,"Your money will grow over time at a greater rate than anything the current system can deliver, and your account will provide money for retirement over and above the check you will receive from Social Security.",8
2006-01-31,gwb,"In addition, you'll be able to pass along the money that accumulates in your personal account, if you wish, to your children and—or grandchildren.",7
2006-01-31,gwb,"And best of all, the money in the account is yours, and the Government can never take it away.",4
2006-01-31,gwb,"The goal here is greater security in retirement, so we will set careful guidelines for personal accounts.",4
2006-01-31,gwb,We'll make sure the money can only go into a conservative mix of bonds and stock funds.,8
2006-01-31,gwb,We'll make sure that your earnings are not eaten up by hidden Wall Street fees.,6
2006-01-31,gwb,We'll make sure there are good options to protect your investments from sudden market swings on the eve of your retirement.,11
2006-01-31,gwb,We'll make sure a personal account cannot be emptied out all at once but rather paid out over time as an addition to traditional Social Security benefits.,9
2006-01-31,gwb,"And we'll make sure this plan is fiscally responsible by starting personal retirement accounts gradually and raising the yearly limits on contributions over time, eventually permitting all workers to set aside 4 percentage points of their payroll taxes in their accounts.",11
2006-01-31,gwb,"Personal retirement accounts should be familiar to Federal employees, because you already have something similar called the Thrift Savings Plan, which lets workers deposit a portion of their paychecks into any of five different broadly based investment funds.",12
2006-01-31,gwb,It's time to extend the same security and choice and ownership to young Americans.,5
2006-01-31,gwb,Our second great responsibility to our children and grandchildren is to honor and to pass along the values that sustain a free society.,6
2006-01-31,gwb,"So many of my generation, after a long journey, have come home to family and faith and are determined to bring up responsible, moral children.",5
2006-01-31,gwb,"Government is not the source of these values, but Government should never undermine them.",4
2006-01-31,gwb,"Because marriage is a sacred institution and the foundation of society, it should not be redefined by activist judges.",5
2006-01-31,gwb,"For the good of families, children, and society, I support a constitutional amendment to protect the institution of marriage.",6
2006-01-31,gwb,"Because a society is measured by how it treats the weak and vulnerable, we must strive to build a culture of life.",5
2006-01-31,gwb,"Medical research can help us reach that goal by developing treatments and cures that save lives and help people overcome disabilities, and I thank the Congress for doubling the funding of the National Institutes of Health.",9
2006-01-31,gwb,"To build a culture of life, we must also ensure that scientific advances always serve human dignity, not take advantage of some lives for the benefit of others.",5
2006-01-31,gwb,We should all be able to agree on some clear standards.,5
2006-01-31,gwb,I will work with Congress to ensure that human embryos are not created for experimentation or grown for body parts and that human life is never bought or sold as a commodity.,8
2006-01-31,gwb,"America will continue to lead the world in medical research that is ambitious, aggressive, and always ethical.",8
2006-01-31,gwb,"Because courts must always deliver impartial justice, judges have a duty to faithfully interpret the law, not legislate from the bench.",4
2006-01-31,gwb,"As President, I have a constitutional responsibility to nominate men and women who understand the role of courts in our democracy and are well-qualified to serve on the bench, and I have done so.",10
2006-01-31,gwb,The Constitution also gives the Senate a responsibility: Every judicial nominee deserves an up-or-down vote.,3
2006-01-31,gwb,"Because one of the deepest values of our country is compassion, we must never turn away from any citizen who feels isolated from the opportunities of America.",9
2006-01-31,gwb,Our Government will continue to support faith-based and community groups that bring hope to harsh places.,6
2006-01-31,gwb,"Now we need to focus on giving young people, especially young men in our cities, better options than apathy or gangs or jail.",9
2006-01-31,gwb,Tonight I propose a 3-year initiative to help organizations keep young people out of gangs and show young men an ideal of manhood that respects women and rejects violence.,6
2006-01-31,gwb,"Taking on gang life will be one part of a broader outreach to at-risk youth, which involves parents and pastors, coaches and community leaders in programs ranging from literacy to sports.",11
2006-01-31,gwb,"And I am proud that the leader of this nationwide effort will be our First Lady, Laura Bush.",6
2006-01-31,gwb,"Because HIV/AIDS brings suffering and fear into so many lives, I ask you to reauthorize the Ryan White Act to encourage prevention and provide care and treatment to the victims of that disease.",8
2006-01-31,gwb,"And as we update this important law, we must focus our efforts on fellow citizens with the highest rates of new cases, African American men and women.",6
2006-01-31,gwb,"Because one of the main sources of our national unity is our belief in equal justice, we need to make sure Americans of all races and backgrounds have confidence in the system that provides justice.",8
2006-01-31,gwb,"In America, we must make doubly sure no person is held to account for a crime he or she did not commit, so we are dramatically expanding the use of DNA evidence to prevent wrongful conviction.",9
2006-01-31,gwb,"Soon I will send to Congress a proposal to fund special training for defense counsel in capital cases, because people on trial for their lives must have competent lawyers by their side.",7
2006-01-31,gwb,"Our third responsibility to future generations is to leave them an America that is safe from danger and protected by peace.We will pass along to our children all the freedoms we enjoy, and chief among them is freedom from fear.",6
2006-01-31,gwb,"In the 3 1/2 years since September the 11th, 2001, we have taken unprecedented actions to protect Americans.",6
2006-01-31,gwb,"We've created a new department of Government to defend our homeland, focused the FBI on preventing terrorism, begun to reform our intelligence agencies, broken up terror cells across the country, expanded research on defenses against biological and chemical attack, improved border security, and trained more than a half million first-responders.",9
2006-01-31,gwb,"Police and firefighters, air marshals, researchers, and so many others are working every day to make our homeland safer, and we thank them all.",4
2006-01-31,gwb,"Our Nation, working with allies and friends, has also confronted the enemy abroad with measures that are determined, successful, and continuing.",5
2006-01-31,gwb,"The Al Qaida terror network that attacked our country still has leaders, but many of its top commanders have been removed.",5
2006-01-31,gwb,"There are still governments that sponsor and harbor terrorists, but their number has declined.",4
2006-01-31,gwb,There are still regimes seeking weapons of mass destruction but no longer without attention and without consequence.,6
2006-01-31,gwb,"Our country is still the target of terrorists who want to kill many and intimidate us all, and we will stay on the offensive against them until the fight is won.",8
2006-01-31,gwb,"Pursuing our enemies is a vital commitment of the war on terror, and I thank the Congress for providing our service men and women with the resources they have needed.",7
2006-01-31,gwb,"During this time of war, we must continue to support our military and give them the tools for victory.",5
2006-01-31,gwb,Other nations around the globe have stood with us.,4
2006-01-31,gwb,"In Afghanistan, an international force is helping provide security.",2
2006-01-31,gwb,"In Iraq, 28 countries have troops on the ground, the United Nations and the European Union provided technical assistance for the elections, and NATO is leading a mission to help train Iraqi officers.",5
2006-01-31,gwb,We're cooperating with 60 governments in the Proliferation Security Initiative to detect and stop the transit of dangerous materials.,6
2006-01-31,gwb,We're working closely with the governments in Asia to convince North Korea to abandon its nuclear ambitions.,4
2006-01-31,gwb,"Pakistan, Saudi Arabia, and nine other countries have captured or detained Al Qaida terrorists.",4
2006-01-31,gwb,"In the next 4 years, my administration will continue to build the coalitions that will defeat the dangers of our time.",7
2006-01-31,gwb,"In the long term, the peace we seek will only be achieved by eliminating the conditions that feed radicalism and ideologies of murder.",7
2006-01-31,gwb,"If whole regions of the world remain in despair and grow in hatred, they will be the recruiting grounds for terror, and that terror will stalk America and other free nations for decades.",5
2006-01-31,gwb,The only force powerful enough to stop the rise of tyranny and terror and replace hatred with hope is the force of human freedom.,6
2006-01-31,gwb,"Our enemies know this, and that is why the terrorist Zarqawi recently declared war on what he called the ""evil principle"" of democracy.",7
2006-01-31,gwb,"And we've declared our own intention: America will stand with the allies of freedom to support democratic movements in the Middle East and beyond, with the ultimate goal of ending tyranny in our world.",7
2006-01-31,gwb,"The United States has no right, no desire, and no intention to impose our form of government on anyone else.",7
2006-01-31,gwb,That is one of the main differences between us and our enemies.,7
2006-01-31,gwb,"They seek to impose and expand an empire of oppression in which a tiny group of brutal, self-appointed rulers control every aspect of every life.",10
2006-01-31,gwb,"Our aim is to build and preserve a community of free and independent nations, with governments that answer to their citizens and reflect their own cultures.",8
2006-01-31,gwb,"And because democracies respect their own people and their neighbors, the advance of freedom will lead to peace.",5
2006-01-31,gwb,"That advance has great momentum in our time, shown by women voting in Afghanistan and Palestinians choosing a new direction and the people of Ukraine asserting their democratic rights and electing a President.",7
2006-01-31,gwb,"We are witnessing landmark events in the history of liberty, and in the coming years, we will add to that story.",5
2006-01-31,gwb,The beginnings of reform and democracy in the Palestinian Territories are now showing the power of freedom to break old patterns of violence and failure.,6
2006-01-31,gwb,Tomorrow morning Secretary of State Rice departs on a trip that will take her to Israel and the West Bank for meetings with Prime Minister Sharon and President Abbas.,9
2006-01-31,gwb,"She will discuss with them how we and our friends can help the Palestinian people end terror and build the institutions of a peaceful, independent, democratic state.",7
2006-01-31,gwb,"To promote this democracy, I will ask Congress for $350 million to support Palestinian political, economic, and security reforms.",5
2006-01-31,gwb,"The goal of two democratic states, Israel and Palestine, living side by side in peace is within reach, and America will help them achieve that goal.",5
2006-01-31,gwb,"To promote peace and stability in the broader Middle East, the United States will work with our friends in the region to fight the common threat of terror, while we encourage a higher standard of freedom.",5
2006-01-31,gwb,Hopeful reform is already taking hold in an arc from Morocco to Jordan to Bahrain.,5
2006-01-31,gwb,The Government of Saudi Arabia can demonstrate its leadership in the region by expanding the role of its people in determining their future.,6
2006-01-31,gwb,"And the great and proud nation of Egypt, which showed the way toward peace in the Middle East, can now show the way toward democracy in the Middle East.",8
2006-01-31,gwb,"To promote peace in the broader Middle East, we must confront regimes that continue to harbor terrorists and pursue weapons of mass murder.",8
2006-01-31,gwb,Syria still allows its territory and parts of Lebanon to be used by terrorists who seek to destroy every chance of peace in the region.,11
2006-01-31,gwb,"You have passed and we are applying the Syrian Accountability Act, and we expect the Syrian Government to end all support for terror and open the door to freedom.",6
2006-01-31,gwb,"Today, Iran remains the world's primary state sponsor of terror, pursuing nuclear weapons while depriving its people of the freedom they seek and deserve.",7
2006-01-31,gwb,We are working with European allies to make clear to the Iranian regime that it must give up its uranium enrichment program and any plutonium reprocessing and end its support for terror.,6
2006-01-31,gwb,"And to the Iranian people, I say tonight: As you stand for your own liberty, America stands with you.",5
2006-01-31,gwb,"Our generational commitment to the advance of freedom, especially in the Middle East, is now being tested and honored in Iraq.",5
2006-01-31,gwb,"That country is a vital front in the war on terror, which is why the terrorists have chosen to make a stand there.",6
2006-01-31,gwb,Our men and women in uniform are fighting terrorists in Iraq so we do not have to face them here at home.,4
2006-01-31,gwb,"And the victory of freedom in Iraq will strengthen a new ally in the war on terror, inspire democratic reformers from Damascus to Tehran, bring more hope and progress to a troubled region, and thereby lift a terrible threat from the lives of our children and grandchildren.",9
2006-01-31,gwb,"We will succeed because the Iraqi people value their own liberty, as they showed the world last Sunday.",4
2006-01-31,gwb,"Across Iraq, often at great risk, millions of citizens went to the polls and elected 275 men and women to represent them in a new Transitional National Assembly.",5
2006-01-31,gwb,A young woman in Baghdad told of waking to the sound of mortar fire on election day and wondering if it might be too dangerous to vote.,7
2006-01-31,gwb,"She said, ""Hearing those explosions, it occurred to me: The insurgents are weak; they are afraid of democracy; they are losing.",7
2006-01-31,gwb,"So I got my husband and I got my parents, and we all came out and voted together.""",2
2006-01-31,gwb,"Americans recognize that spirit of liberty, because we share it.",3
2006-01-31,gwb,"In any nation, casting your vote is an act of civic responsibility.",4
2006-01-31,gwb,"For millions of Iraqis, it was also an act of personal courage, and they have earned the respect of us all.",5
2006-01-31,gwb,One of Iraq's leading democracy and human rights advocates is Safia Taleb al-Suhail.,6
2006-01-31,gwb,"She says of her country, ""We were occupied for 35 years by Saddam Hussein.",4
2006-01-31,gwb,That was the real occupation.,2
2006-01-31,gwb,"Thank you to the American people who paid the cost but, most of all, to the soldiers.""",5
2006-01-31,gwb,"Eleven years ago, Safia's father was assassinated by Saddam's intelligence service.",4
2006-01-31,gwb,"Three days ago in Baghdad, Safia was finally able to vote for the leaders of her country, and we are honored that she is with us tonight.",7
2006-01-31,gwb,The terrorists and insurgents are violently opposed to democracy and will continue to attack it.,3
2006-01-31,gwb,Yet the terrorists' most powerful myth is being destroyed.,3
2006-01-31,gwb,"The whole world is seeing that the car bombers and assassins are not only fighting coalition forces; they are trying to destroy the hopes of Iraqis, expressed in free elections.",6
2006-01-31,gwb,And the whole world now knows that a small group of extremists will not overturn the will of the Iraqi people.,5
2006-01-31,gwb,We will succeed in Iraq because Iraqis are determined to fight for their own freedom and to write their own history.,6
2006-01-31,gwb,"As Prime Minister Allawi said in his speech to Congress last September, ""Ordinary Iraqis are anxious to shoulder all the security burdens of our country as quickly as possible.""",6
2006-01-31,gwb,"That is the natural desire of an independent nation, and it is also the stated mission of our coalition in Iraq.",6
2006-01-31,gwb,The new political situation in Iraq opens a new phase of our work in that country.,4
2006-01-31,gwb,"At the recommendation of our commanders on the ground and in consultation with the Iraqi Government, we will increasingly focus our efforts on helping prepare more capable Iraqi security forces, forces with skilled officers and an effective command structure.",8
2006-01-31,gwb,"As those forces become more self-reliant and take on greater security responsibilities, America and its coalition partners will increasingly be in a supporting role.",4
2006-01-31,gwb,"In the end, Iraqis must be able to defend their own country, and we will help that proud new nation secure its liberty.",4
2006-01-31,gwb,"Recently an Iraqi interpreter said to a reporter, ""Tell America not to abandon us.""",3
2006-01-31,gwb,"He and all Iraqis can be certain: While our military strategy is adapting to circumstances, our commitment remains firm and unchanging.",3
2006-01-31,gwb,"We are standing for the freedom of our Iraqi friends, and freedom in Iraq will make America safer for generations to come.",5
2006-01-31,gwb,"We will not set an artificial timetable for leaving Iraq, because that would embolden the terrorists and make them believe they can wait us out.",5
2006-01-31,gwb,"We are in Iraq to achieve a result, a country that is democratic, representative of all its people, at peace with its neighbors, and able to defend itself.",6
2006-01-31,gwb,"And when that result is achieved, our men and women serving in Iraq will return home with the honor they have earned.",4
2006-01-31,gwb,"Right now, Americans in uniform are serving at posts across the world, often taking great risks on my orders.",5
2006-01-31,gwb,"We have given them training and equipment, and they have given us an example of idealism and character that makes every American proud.",8
2006-01-31,gwb,"The volunteers of our military are unrelenting in battle, unwavering in loyalty, unmatched in honor and decency, and every day they're making our Nation more secure.",7
2006-01-31,gwb,"Some of our service men and women have survived terrible injuries, and this grateful country will do everything we can to help them recover.",4
2006-01-31,gwb,And we have said farewell to some very good men and women who died for our freedom and whose memory this Nation will honor forever.,6
2006-01-31,gwb,"One name we honor is Marine Corps Sergeant Byron Norwood of Pflugerville, Texas, who was killed during the assault on Fallujah.",8
2006-01-31,gwb,"His mom, Janet, sent me a letter and told me how much Byron loved being a marine and how proud he was to be on the frontline against terror.",9
2006-01-31,gwb,"She wrote, ""When Byron was home the last time, I said that I wanted to protect him like I had since he was born.",6
2006-01-31,gwb,"He just hugged me and said, 'You've done your job, Mom.",4
2006-01-31,gwb,"Now it is my turn to protect you.""'",2
2006-01-31,gwb,"Ladies and gentlemen, with grateful hearts we honor freedom's defenders and our military families, represented here this evening by Sergeant Norwood's mom and dad, Janet and Bill Norwood.",6
2006-01-31,gwb,"In these 4 years, Americans have seen the unfolding of large events.",4
2006-01-31,gwb,We have known times of sorrow and hours of uncertainty and days of victory.,6
2006-01-31,gwb,"In all this history, even when we have disagreed, we have seen threads of purpose that unite us.",3
2006-01-31,gwb,The attack on freedom in our world has reaffirmed our confidence in freedom's power to change the world.,6
2006-01-31,gwb,"We are all part of a great venture: To extend the promise of freedom in our country, to renew the values that sustain our liberty, and to spread the peace that freedom brings.",6
2006-01-31,gwb,"As Franklin Roosevelt once reminded Americans, ""Each age is a dream that is dying, or one that is coming to birth.""",5
2006-01-31,gwb,And we live in the country where the biggest dreams are born.,5
2006-01-31,gwb,The abolition of slavery was only a dream until it was fulfilled.,3
2006-01-31,gwb,The liberation of Europe from fascism was only a dream until it was achieved.,3
2006-01-31,gwb,"The fall of imperial communism was only a dream until, one day, it was accomplished.",5
2006-01-31,gwb,"Our generation has dreams of its own, and we also go forward with confidence.",4
2006-01-31,gwb,"The road of providence is uneven and unpredictable, yet we know where it leads: It leads to freedom.",4
2006-01-31,gwb,"Thank you, and may God bless America.",2
2008-01-28,gwb,Thank you all.,2
2008-01-28,gwb,"Madam Speaker, Vice President Cheney, Members of Congress, distinguished guests, and fellow citizens: Seven years have passed since I first stood before you at this rostrum.",5
2008-01-28,gwb,"In that time, our country has been tested in ways none of us could have imagined.",6
2008-01-28,gwb,"We faced hard decisions about peace and war, rising competition in the world economy, and the health and welfare of our citizens.",5
2008-01-28,gwb,"These issues call for vigorous debate, and I think it's fair to say, we've answered the call.",4
2008-01-28,gwb,"Yet history will record that amid our differences, we acted with purpose, and together we showed the world the power and resilience of American self-government.",6
2008-01-28,gwb,All of us were sent to Washington to carry out the people's business.,4
2008-01-28,gwb,That is the purpose of this body.,4
2008-01-28,gwb,It is the meaning of our oath.,4
2008-01-28,gwb,It remains our charge to keep.,2
2008-01-28,gwb,The actions of the 110th Congress will affect the security and prosperity of our Nation long after this session has ended.,4
2008-01-28,gwb,"In this election year, let us show our fellow Americans that we recognize our responsibilities and are determined to meet them.",6
2008-01-28,gwb,Let us show them that Republicans and Democrats can compete for votes and cooperate for results at the same time.,6
2008-01-28,gwb,"From expanding opportunity to protecting our country, we've made good progress.",6
2008-01-28,gwb,"Yet we have unfinished business before us, and the American people expect us to get it done.",4
2008-01-28,gwb,"In the work ahead, we must be guided by the philosophy that made our Nation great.",6
2008-01-28,gwb,"As Americans, we believe in the power of individuals to determine their destiny and shape the course of history.",5
2008-01-28,gwb,We believe that the most reliable guide for our country is the collective wisdom of ordinary citizens.,5
2008-01-28,gwb,"And so in all we do, we must trust in the ability of free peoples to make wise decisions and empower them to improve their lives for their futures.",5
2008-01-28,gwb,"To build a prosperous future, we must trust people with their own money and empower them to grow our economy.",4
2008-01-28,gwb,"As we meet tonight, our economy is undergoing a period of uncertainty.",3
2008-01-28,gwb,"America has added jobs for a record 52 straight months, but jobs are now growing at a slower pace.",4
2008-01-28,gwb,"Wages are up, but so are prices for food and gas.",5
2008-01-28,gwb,"Exports are rising, but the housing market has declined.",3
2008-01-28,gwb,"At kitchen tables across our country, there is a concern about our economic future.",5
2008-01-28,gwb,"In the long run, Americans can be confident about our economic growth.",4
2008-01-28,gwb,"But in the short run, we can all see that that growth is slowing.",3
2008-01-28,gwb,"So last week, my administration reached agreement with Speaker Pelosi and Republican Leader Boehner on a robust growth package that includes tax relief for individuals and families and incentives for business investment.",8
2008-01-28,gwb,The temptation will be to load up the bill.,3
2008-01-28,gwb,"That would delay it or derail it, and neither option is acceptable.",3
2008-01-28,gwb,"This is a good agreement that will keep our economy growing and our people working, and this Congress must pass it as soon as possible.",5
2008-01-28,gwb,We have other work to do on taxes.,4
2008-01-28,gwb,"Unless Congress acts, most of the tax relief we've delivered over the past 7 years will be taken away.",5
2008-01-28,gwb,Some in Washington argue that letting tax relief expire is not a tax increase.,5
2008-01-28,gwb,"Try explaining that to 116 million American taxpayers who would see their taxes rise by an average of $1,800.",10
2008-01-28,gwb,Others have said they would personally be happy to pay higher taxes.,5
2008-01-28,gwb,I welcome their enthusiasm.,2
2008-01-28,gwb,I'm pleased to report that the IRS accepts both checks and money orders.,6
2008-01-28,gwb,Most Americans think their taxes are high enough.,3
2008-01-28,gwb,"With all the other pressures on their finances, American families should not have to worry about their Federal Government taking a bigger bite out of their paychecks.",7
2008-01-28,gwb,There's only one way to eliminate this uncertainty: Make the tax relief permanent.,5
2008-01-28,gwb,"And Members of Congress should know, if any bill raises taxes reaches my desk, I will veto it.",5
2008-01-28,gwb,"Just as we trust Americans with their own money, we need to earn their trust by spending their tax dollars wisely.",5
2008-01-28,gwb,"Next week, I'll send you a budget that terminates or substantially reduces 151 wasteful or bloated programs, totaling more than $18 billion.",6
2008-01-28,gwb,The budget that I will submit will keep America on track for a surplus in 2012.,3
2008-01-28,gwb,American families have to balance their budgets; so should their Government.,4
2008-01-28,gwb,"The people's trust in their Government is undermined by congressional earmarks, special interest projects that are often snuck in at the last minute, without discussion or debate.",7
2008-01-28,gwb,"Last year, I asked you to voluntarily cut the number and cost of earmarks in half.",6
2008-01-28,gwb,I also asked you to stop slipping earmarks into committee reports that never even come to a vote.,5
2008-01-28,gwb,"Unfortunately, neither goal was met.",2
2008-01-28,gwb,"So this time, if you send me an appropriations bill that does not cut the number and cost of earmarks in half, I'll send it back to you with my veto.",8
2008-01-28,gwb,And tomorrow I will issue an Executive order that directs Federal agencies to ignore any future earmark that is not voted on by Congress.,7
2008-01-28,gwb,"If these items are truly worth funding, Congress should debate them in the open and hold a public vote.",3
2008-01-28,gwb,Our shared responsibilities extend beyond matters of taxes and spending.,5
2008-01-28,gwb,"On housing, we must trust Americans with the responsibility of homeownership and empower them to weather turbulent times in the housing market.",5
2008-01-28,gwb,"My administration brought together the HOPE NOW Alliance, which is helping many struggling homeowners avoid foreclosure.",5
2008-01-28,gwb,And Congress can help even more.,2
2008-01-28,gwb,"Tonight I ask you to pass legislation to reform Fannie Mae and Freddie Mac, modernize the Federal Housing Administration, and allow State housing agencies to issue tax-free bonds to help homeowners refinance their mortgages.",7
2008-01-28,gwb,"These are difficult times for many American families, and by taking these steps, we can help more of them keep their homes.",5
2008-01-28,gwb,"To build a future of quality health care, we must trust patients and doctors to make medical decisions and empower them with better information and better options.",6
2008-01-28,gwb,We share a common goal: making health care more affordable and accessible for all Americans.,6
2008-01-28,gwb,"The best way to achieve that goal is by expanding consumer choice, not Government control.",5
2008-01-28,gwb,So I have proposed ending the bias in the Tax Code against those who do not get their health insurance through their employer.,7
2008-01-28,gwb,"This one reform would put private coverage within reach for millions, and I call on the Congress to pass it this year.",4
2008-01-28,gwb,"Congress must also expand health savings accounts, create association health plans for small businesses, promote health information technology, and confront the epidemic of junk medical lawsuits.",7
2008-01-28,gwb,"With all these steps, we will ensure that decisions about your medical care are made in the privacy of your doctor's office, not in the Halls of Congress.",7
2008-01-28,gwb,"On education, we must trust students to learn, if given the chance, and empower parents to demand results from our schools.",7
2008-01-28,gwb,"In neighborhoods across our country, there are boys and girls with dreams, and a decent education is their only hope of achieving them.",5
2008-01-28,gwb,"Six years ago, we came together to pass the No Child Left Behind Act, and today, no one can deny its results.",4
2008-01-28,gwb,"Last year, fourth and eighth graders achieved the highest math scores on record.",3
2008-01-28,gwb,Reading scores are on the rise.,3
2008-01-28,gwb,African American and Hispanic students posted alltime highs.,3
2008-01-28,gwb,"Now we must work together to increase accountability, add flexibilities for States and districts, reduce the number of high school dropouts, provide extra help for struggling schools.",7
2008-01-28,gwb,"Members of Congress, the No Child Left Behind Act is a bipartisan achievement.",4
2008-01-28,gwb,"It is succeeding, and we owe it to America's children, their parents, and their teachers to strengthen this good law.",6
2008-01-28,gwb,We must also do more to help children when their schools do not measure up.,4
2008-01-28,gwb,"Thanks to the DC Opportunity Scholarships you approved, more than 2,600 of the poorest children in our Nation's Capital have found new hope at a faith-based or other nonpublic school.",7
2008-01-28,gwb,"Sadly, these schools are disappearing at an alarming rate in many of America's inner cities.",8
2008-01-28,gwb,So I will convene a White House summit aimed at strengthening these lifelines of learning.,7
2008-01-28,gwb,"And to open the doors of these schools to more children, I ask you to support a new $300 million program called Pell Grants for Kids.",5
2008-01-28,gwb,We have seen how Pell grants help low-income college students realize their full potential.,4
2008-01-28,gwb,"Together, we've expanded the size and reach of these grants.",4
2008-01-28,gwb,Now let us apply the same spirit to help liberate poor children trapped in failing public schools.,8
2008-01-28,gwb,"On trade, we must trust American workers to compete with anyone in the world and empower them by opening up new markets overseas.",6
2008-01-28,gwb,"Today, our economic growth increasingly depends on our ability to sell American goods and crops and services all over the world.",6
2008-01-28,gwb,So we're working to break down barriers to trade and investment wherever we can.,5
2008-01-28,gwb,"We're working for a successful Doha round of trade talks, and we must complete a good agreement this year.",5
2008-01-28,gwb,"At the same time, we're pursuing opportunities to open up new markets by passing free trade agreements.",6
2008-01-28,gwb,I thank the Congress for approving a good agreement with Peru.,5
2008-01-28,gwb,And now I ask you to approve agreements with Colombia and Panama and South Korea.,7
2008-01-28,gwb,"Many products from these nations now enter America duty free, yet many of our products face steep tariffs in their markets.",5
2008-01-28,gwb,These agreements will level the playing field.,2
2008-01-28,gwb,They will give us better access to nearly 100 million customers.,5
2008-01-28,gwb,"They will support good jobs for the finest workers in the world, those whose products say ""Made in the U.S.A."" These agreements also promote America's strategic interests.",9
2008-01-28,gwb,"The first agreement that will come before you is with Colombia, a friend of America that is confronting violence and terror and fighting drug traffickers.",9
2008-01-28,gwb,"If we fail to pass this agreement, we will embolden the purveyors of false populism in our hemisphere.",4
2008-01-28,gwb,"So we must come together, pass this agreement, and show our neighbors in the region that democracy leads to a better life.",6
2008-01-28,gwb,Trade brings better jobs and better choices and better prices.,4
2008-01-28,gwb,"Yet for some Americans, trade can mean losing a job, and the Federal Government has a responsibility to help.",4
2008-01-28,gwb,I ask Congress to reauthorize and reform trade adjustment assistance so we can help these displaced workers learn new skills and find new jobs.,5
2008-01-28,gwb,"To build a future of energy security, we must trust in the creative genius of American researchers and entrepreneurs and empower them to pioneer a new generation of clean energy technology.",7
2008-01-28,gwb,"Our security, our prosperity, and our environment all require reducing our dependence on oil.",4
2008-01-28,gwb,"Last year, I asked you to pass legislation to reduce oil consumption over the next decade, and you responded.",5
2008-01-28,gwb,"Together, we should take the next steps.",2
2008-01-28,gwb,Let us fund new technologies that can generate coal power while capturing carbon emissions.,6
2008-01-28,gwb,Let us increase the use of renewable power and emissions-free nuclear power.,7
2008-01-28,gwb,Let us continue investing in advanced battery technology and renewable fuels to power the cars and trucks of the future.,7
2008-01-28,gwb,"Let us create a new international clean technology fund, which will help developing nations like India and China make a greater use of clean energy sources.",8
2008-01-28,gwb,"And let us complete an international agreement that has the potential to slow, stop, and eventually reverse the growth of greenhouse gases.",11
2008-01-28,gwb,This agreement will be effective only if it includes commitments by every major economy and gives none a free ride.,5
2008-01-28,gwb,The United States is committed to strengthening our energy security and confronting global climate change.,6
2008-01-28,gwb,And the best way to meet these goals is for America to continue leading the way toward the development of cleaner and more energy efficient technology.,9
2008-01-28,gwb,"To keep America competitive into the future, we must trust in the skill of our scientists and engineers and empower them to pursue the breakthroughs of tomorrow.",5
2008-01-28,gwb,"Last year, Congress passed legislation supporting the American Competitiveness Initiative, but never followed through with the funding.",4
2008-01-28,gwb,This funding is essential to keeping our scientific edge.,5
2008-01-28,gwb,So I ask Congress to double Federal support for critical basic research in the physical sciences and ensure America remains the most dynamic nation on Earth.,7
2008-01-28,gwb,"On matters of life and science, we must trust in the innovative spirit of medical researchers and empower them to discover new treatments while respecting moral boundaries.",5
2008-01-28,gwb,"In November, we witnessed a landmark achievement when scientists discovered a way to reprogram adult skin cells to act like embryonic stem cells.",6
2008-01-28,gwb,This breakthrough has the potential to move us beyond the divisive debates of the past by extending the frontiers of medicine without the destruction of human life.,9
2008-01-28,gwb,So we're expanding funding for this type of ethical medical research.,6
2008-01-28,gwb,"And as we explore promising avenues of research, we must also ensure that all life is treated with the dignity it deserves.",5
2008-01-28,gwb,"And so I call on Congress to pass legislation that bans unethical practices, such as the buying, selling, patenting, or cloning of human life.",12
2008-01-28,gwb,"On matters of justice, we must trust in the wisdom of our Founders and empower judges who understand that the Constitution means what it says.",6
2008-01-28,gwb,"I've submitted judicial nominees who will rule by the letter of the law, not the whim of the gavel.",8
2008-01-28,gwb,Many of these nominees are being unfairly delayed.,4
2008-01-28,gwb,"They are worthy of confirmation, and the Senate should give each of them a prompt up-or-down vote.",4
2008-01-28,gwb,"In communities across our land, we must trust in the good heart of the American people and empower them to serve their neighbors in need.",5
2008-01-28,gwb,"Over the past 7 years, more of our fellow citizens have discovered that the pursuit of happiness leads to the path of service.",5
2008-01-28,gwb,Americans have volunteered in record numbers.,3
