date,source,pos,proportion
2002-09-04,gwb,NUM,0.0149722735674677
2002-09-04,gwb,CCONJ,0.0726432532347505
2002-09-04,gwb,PUNCT,0.0739371534195934
2002-09-04,gwb,INTJ,0.0528650646950092
2002-09-04,gwb,ADJ,0.0730129390018484
2002-09-04,gwb,PART,0.0731977818853974
2002-09-04,gwb,AUX,0.067097966728281
2002-09-04,gwb,NOUN,0.0724584103512015
2002-09-04,gwb,PRON,0.0737523105360444
2002-09-04,gwb,VERB,0.0733826247689464
2002-09-04,gwb,PROPN,0.0635859519408503
2002-09-04,gwb,ADP,0.0735674676524954
2002-09-04,gwb,SCONJ,0.0728280961182994
2002-09-04,gwb,ADV,0.0711645101663586
2005-08-28,gwb,DET,0.07163287357783
2005-08-28,gwb,SYM,0
2005-08-28,gwb,X,0
2005-08-28,gwb,NUM,0.0536452043475497
2005-08-28,gwb,CCONJ,0.070806584885273
2005-08-28,gwb,PUNCT,0.0726498442763618
2005-08-28,gwb,INTJ,0.0133477404182292
2005-08-28,gwb,ADJ,0.0720142375897794
2005-08-28,gwb,PART,0.0722049195957542
2005-08-28,gwb,AUX,0.071887116252463
2005-08-28,gwb,NOUN,0.0721413589270959
2005-08-28,gwb,PRON,0.0724591622703871
2005-08-28,gwb,VERB,0.0723956016017289
2005-08-28,gwb,PROPN,0.0687090828195513
2005-08-28,gwb,ADP,0.0720777982584377
2005-08-28,gwb,SCONJ,0.0714421915718553
2005-08-28,gwb,ADV,0.0725862836077036
2005-03-31,gwb,DET,0.0750231993718324
2005-03-31,gwb,SYM,0
2005-03-31,gwb,X,0
2005-03-31,gwb,NUM,0.0266257405953316
2005-03-31,gwb,CCONJ,0.0747376686415876
2005-03-31,gwb,PUNCT,0.0755942608323221
2005-03-31,gwb,INTJ,0
2005-03-31,gwb,ADJ,0.0740238418159754
2005-03-31,gwb,PART,0.0753087301020772
2005-03-31,gwb,AUX,0.0751659647369548
2005-03-31,gwb,NOUN,0.0755228781497609
2005-03-31,gwb,PRON,0.0754514954671997
2005-03-31,gwb,VERB,0.0753801127846385
2005-03-31,gwb,PROPN,0.0750945820543936
2005-03-31,gwb,ADP,0.0749518166892712
2005-03-31,gwb,SCONJ,0.0728103362124349
2005-03-31,gwb,ADV,0.0743093725462203
2007-05-01,gwb,DET,0.0721276469541491
2007-05-01,gwb,SYM,0
2007-05-01,gwb,X,0
2007-05-01,gwb,NUM,0.0551634142001305
2007-05-01,gwb,CCONJ,0.0718903849575894
2007-05-01,gwb,PUNCT,0.0733732724360875
2007-05-01,gwb,INTJ,0
2007-05-01,gwb,ADJ,0.0726021709472685
2007-05-01,gwb,PART,0.072246277952429
2007-05-01,gwb,AUX,0.0730766949403879
2007-05-01,gwb,NOUN,0.0733139569369476
2007-05-01,gwb,PRON,0.0732546414378077
2007-05-01,gwb,VERB,0.0731953259386678
2007-05-01,gwb,PROPN,0.0731360104395279
2007-05-01,gwb,ADP,0.0725428554481286
2007-05-01,gwb,SCONJ,0.0728987484429682
2007-05-01,gwb,ADV,0.0711785989679103
2001-01-29,gwb,DET,0.0673693858845096
2001-01-29,gwb,SYM,0
2001-01-29,gwb,X,0
2001-01-29,gwb,NUM,0.0674266727772686
2001-01-29,gwb,CCONJ,0.0669110907424381
2001-01-29,gwb,PUNCT,0.0675985334555454
2001-01-29,gwb,INTJ,0.0624427131072411
2001-01-29,gwb,ADJ,0.0674839596700275
2001-01-29,gwb,PART,0.0672548120989918
2001-01-29,gwb,AUX,0.0670829514207149
2001-01-29,gwb,NOUN,0.0675412465627864
2001-01-29,gwb,PRON,0.0671402383134739
2001-01-29,gwb,VERB,0.0673120989917507
2001-01-29,gwb,PROPN,0.0657080659945005
2001-01-29,gwb,ADP,0.0666819431714024
2001-01-29,gwb,SCONJ,0.0650779101741522
2001-01-29,gwb,ADV,0.0669683776351971
2001-06-07,gwb,DET,0.0706271965396053
2001-06-07,gwb,SYM,0.0474452554744526
2001-06-07,gwb,X,0
2001-06-07,gwb,NUM,0.0475128413084618
2001-06-07,gwb,CCONJ,0.069478237361449
2001-06-07,gwb,PUNCT,0.0707623682076237
2001-06-07,gwb,INTJ,0.0110164909434982
2001-06-07,gwb,ADJ,0.0703568532035685
2001-06-07,gwb,PART,0.0700865098675318
2001-06-07,gwb,AUX,0.069816166531495
2001-06-07,gwb,NOUN,0.0706947823736145
2001-06-07,gwb,PRON,0.0699513381995134
2001-06-07,gwb,VERB,0.070154095701541
2001-06-07,gwb,PROPN,0.0681941065152744
2001-06-07,gwb,ADP,0.0705596107055961
2001-06-07,gwb,SCONJ,0.0534603947012706
2001-06-07,gwb,ADV,0.0698837523655042
2008-02-13,gwb,DET,0.0690393804580656
2008-02-13,gwb,SYM,0.0384742132146976
2008-02-13,gwb,X,0
2008-02-13,gwb,NUM,0.069451309935739
2008-02-13,gwb,CCONJ,0.0675564343384413
2008-02-13,gwb,PUNCT,0.0695336958312737
2008-02-13,gwb,INTJ,0
2008-02-13,gwb,ADJ,0.0691217663536003
2008-02-13,gwb,PART,0.0688746086669962
2008-02-13,gwb,AUX,0.0687098368759268
2008-02-13,gwb,NOUN,0.0683802932937881
2008-02-13,gwb,PRON,0.0686274509803922
2008-02-13,gwb,VERB,0.0689569945625309
2008-02-13,gwb,PROPN,0.0692865381446696
2008-02-13,gwb,ADP,0.0693689240402043
2008-02-13,gwb,SCONJ,0.0660734882188169
2008-02-13,gwb,ADV,0.0685450650848575
2007-12-19,gwb,DET,0.0727888512575648
2007-12-19,gwb,SYM,0
2007-12-19,gwb,X,0
2007-12-19,gwb,NUM,0.0391427460996058
2007-12-19,gwb,CCONJ,0.0730109377602576
2007-12-19,gwb,PUNCT,0.07339958913997
2007-12-19,gwb,INTJ,0.0151018821831103
2007-12-19,gwb,ADJ,0.0731775026372772
2007-12-19,gwb,PART,0.0732330242629504
2007-12-19,gwb,AUX,0.073121981011604
2007-12-19,gwb,NOUN,0.0728998945089112
2007-12-19,gwb,PRON,0.0733440675142968
2007-12-19,gwb,VERB,0.0732885458886236
2007-12-19,gwb,PROPN,0.072566764754872
2007-12-19,gwb,ADP,0.0710676808616956
2007-12-19,gwb,SCONJ,0.0721781133751596
2007-12-19,gwb,ADV,0.0716784187441008
2003-05-28,gwb,DET,0.0659941456806251
2003-05-28,gwb,SYM,0.0368918886227835
2003-05-28,gwb,X,0
2003-05-28,gwb,NUM,0.0628976461765489
2003-05-28,gwb,CCONJ,0.064203981904831
2003-05-28,gwb,PUNCT,0.0661634854972543
2003-05-28,gwb,INTJ,0.0467135979872753
2003-05-28,gwb,ADJ,0.0658489972663715
2003-05-28,gwb,PART,0.0654377434259864
2003-05-28,gwb,AUX,0.0660667198877519
2003-05-28,gwb,NOUN,0.0660183370830007
2003-05-28,gwb,PRON,0.0653893606212352
2003-05-28,gwb,VERB,0.0661151026925031
2003-05-28,gwb,PROPN,0.0661392940948787
2003-05-28,gwb,ADP,0.0659699542782495
2003-05-28,gwb,SCONJ,0.0659215714734983
2003-05-28,gwb,ADV,0.0642281733072066
2002-01-08,gwb,DET,0.0711220619584175
2002-01-08,gwb,SYM,0
2002-01-08,gwb,X,0
2002-01-08,gwb,NUM,0.071205116137427
2002-01-08,gwb,CCONJ,0.0710113230530716
2002-01-08,gwb,PUNCT,0.0717311259378201
2002-01-08,gwb,INTJ,0.000609063979402564
2002-01-08,gwb,ADJ,0.0712328008637635
2002-01-08,gwb,PART,0.0710390077794081
2002-01-08,gwb,AUX,0.0716480717588107
2002-01-08,gwb,NOUN,0.0712604855900999
2002-01-08,gwb,PRON,0.0715650175798012
2002-01-08,gwb,VERB,0.0717034412114836
2002-01-08,gwb,PROPN,0.0716757564851471
2002-01-08,gwb,ADP,0.0712881703164364
2002-01-08,gwb,SCONJ,0.0715096481271283
2002-01-08,gwb,ADV,0.0713989092217823
2003-11-05,gwb,DET,0.0724705882352941
2003-11-05,gwb,SYM,0
2003-11-05,gwb,X,0
2003-11-05,gwb,NUM,0.0711372549019608
2003-11-05,gwb,CCONJ,0.0693333333333333
2003-11-05,gwb,PUNCT,0.0725490196078431
2003-11-05,gwb,INTJ,0
2003-11-05,gwb,ADJ,0.0705882352941176
2003-11-05,gwb,PART,0.0716862745098039
2003-11-05,gwb,AUX,0.0714509803921569
2003-11-05,gwb,NOUN,0.071921568627451
2003-11-05,gwb,PRON,0.0723921568627451
2003-11-05,gwb,VERB,0.0723137254901961
2003-11-05,gwb,PROPN,0.072078431372549
2003-11-05,gwb,ADP,0.071843137254902
2003-11-05,gwb,SCONJ,0.0687058823529412
2003-11-05,gwb,ADV,0.0715294117647059
2006-10-26,gwb,DET,0.0700134185807877
2006-10-26,gwb,SYM,0.0285736837950904
2006-10-26,gwb,X,0
2006-10-26,gwb,NUM,0.0704080827216039
2006-10-26,gwb,CCONJ,0.0684347620175231
2006-10-26,gwb,PUNCT,0.0704870155497672
2006-10-26,gwb,INTJ,0.000631462625305865
2006-10-26,gwb,ADJ,0.070092351408951
2006-10-26,gwb,PART,0.069066224642829
2006-10-26,gwb,AUX,0.0674086352514011
2006-10-26,gwb,NOUN,0.068750493330176
2006-10-26,gwb,PRON,0.0698555529244613
2006-10-26,gwb,VERB,0.0699344857526245
2006-10-26,gwb,PROPN,0.0702502170652775
2006-10-26,gwb,ADP,0.0703291498934407
2006-10-26,gwb,SCONJ,0.0697766200962981
2006-10-26,gwb,ADV,0.0659878443444629
2005-02-14,gwb,DET,0.0728662227602906
2005-02-14,gwb,SYM,0
2005-02-14,gwb,X,0
2005-02-14,gwb,NUM,0.0537984261501211
2005-02-14,gwb,CCONJ,0.0724122276029056
2005-02-14,gwb,PUNCT,0.0736985472154964
2005-02-14,gwb,INTJ,0
2005-02-14,gwb,ADJ,0.0726392251815981
2005-02-14,gwb,PART,0.0730175544794189
2005-02-14,gwb,AUX,0.0718069007263923
2005-02-14,gwb,NOUN,0.0736228813559322
2005-02-14,gwb,PRON,0.0731688861985472
2005-02-14,gwb,VERB,0.073093220338983
2005-02-14,gwb,PROPN,0.073547215496368
2005-02-14,gwb,ADP,0.0721095641646489
2005-02-14,gwb,SCONJ,0.0725635593220339
2005-02-14,gwb,ADV,0.0716555690072639
2005-01-28,gwb,DET,0.0667485982026269
2005-01-28,gwb,SYM,0.0637529764190798
2005-01-28,gwb,X,0
2005-01-28,gwb,NUM,0.0453951916429833
2005-01-28,gwb,CCONJ,0.0669022198325524
2005-01-28,gwb,PUNCT,0.0685920577617329
2005-01-28,gwb,INTJ,0.0221215147092711
2005-01-28,gwb,ADJ,0.0682848145018819
2005-01-28,gwb,PART,0.0665949765727014
2005-01-28,gwb,AUX,0.0659036792380367
2005-01-28,gwb,NOUN,0.0669790306475152
2005-01-28,gwb,PRON,0.0682080036869191
2005-01-28,gwb,VERB,0.0672094630924034
2005-01-28,gwb,PROPN,0.0685152469467701
2005-01-28,gwb,ADP,0.0684384361318074
2005-01-28,gwb,SCONJ,0.058529841001613
2005-01-28,gwb,ADV,0.0678239496121054
2005-09-29,gwb,DET,0.0688180239698471
2005-09-29,gwb,SYM,0
2005-09-29,gwb,X,0
2005-09-29,gwb,NUM,0.0650912632871723
2005-09-29,gwb,CCONJ,0.0683521788845128
2005-09-29,gwb,PUNCT,0.0690721212891204
2005-09-29,gwb,INTJ,0.0417566594672426
2005-09-29,gwb,ADJ,0.0688603735230593
2005-09-29,gwb,PART,0.0687333248634227
2005-09-29,gwb,AUX,0.0686486257569983
2005-09-29,gwb,NOUN,0.0689027230762715
2005-09-29,gwb,PRON,0.0690297717359082
2005-09-29,gwb,VERB,0.068987422182696
2005-09-29,gwb,PROPN,0.0682674797780883
2005-09-29,gwb,ADP,0.0681827806716639
2005-09-29,gwb,SCONJ,0.0686062762037861
2005-09-29,gwb,ADV,0.0686909753102105
2007-11-27,gwb,DET,0.0727149359644907
2007-11-27,gwb,SYM,0
2007-11-27,gwb,X,0
2007-11-27,gwb,NUM,0.0543100279890306
2007-11-27,gwb,CCONJ,0.0728280229566594
2007-11-27,gwb,PUNCT,0.0731672839331656
2007-11-27,gwb,INTJ,0.000735065449096718
2007-11-27,gwb,ADJ,0.0716123377908456
2007-11-27,gwb,PART,0.0726583924684063
2007-11-27,gwb,AUX,0.0720081422634361
2007-11-27,gwb,NOUN,0.0731390121851234
2007-11-27,gwb,PRON,0.0731107404370812
2007-11-27,gwb,VERB,0.0730824686890391
2007-11-27,gwb,PROPN,0.0730541969409969
2007-11-27,gwb,ADP,0.072771479460575
2007-11-27,gwb,SCONJ,0.0729411099488281
2007-11-27,gwb,ADV,0.0718667835232252
2001-10-17,gwb,DET,0.0677796048047713
2001-10-17,gwb,SYM,0
2001-10-17,gwb,X,0
2001-10-17,gwb,NUM,0.0660516708007023
2001-10-17,gwb,CCONJ,0.0671385970290683
2001-10-17,gwb,PUNCT,0.0678074747080628
2001-10-17,gwb,INTJ,0.0595301134305064
2001-10-17,gwb,ADJ,0.0664697193500739
2001-10-17,gwb,PART,0.0668877678994454
2001-10-17,gwb,AUX,0.0671943368356512
2001-10-17,gwb,NOUN,0.0674172960619827
2001-10-17,gwb,PRON,0.0677517349014799
2001-10-17,gwb,VERB,0.0677238649981885
2001-10-17,gwb,PROPN,0.0676402552883141
2001-10-17,gwb,ADP,0.0673894261586912
2001-10-17,gwb,SCONJ,0.0675287756751484
2001-10-17,gwb,ADV,0.0656893620579137
2003-01-07,gwb,DET,0.0656156062124249
2003-01-07,gwb,SYM,0.0601672094188377
2003-01-07,gwb,X,0
2003-01-07,gwb,NUM,0.0607778056112224
2003-01-07,gwb,CCONJ,0.0656469188376753
2003-01-07,gwb,PUNCT,0.0657252004008016
2003-01-07,gwb,INTJ,0.0301697144288577
2003-01-07,gwb,ADJ,0.0654746993987976
2003-01-07,gwb,PART,0.0648014779559118
2003-01-07,gwb,AUX,0.0656625751503006
2003-01-07,gwb,NOUN,0.0654433867735471
2003-01-07,gwb,PRON,0.0655999498997996
2003-01-07,gwb,VERB,0.0656938877755511
2003-01-07,gwb,PROPN,0.0657095440881764
2003-01-07,gwb,ADP,0.0654120741482966
2003-01-07,gwb,SCONJ,0.063627254509018
2003-01-07,gwb,ADV,0.0644726953907816
2002-06-24,gwb,DET,0.0725699067909454
2002-06-24,gwb,SYM,0
2002-06-24,gwb,X,0
2002-06-24,gwb,NUM,0.0570117036933212
2002-06-24,gwb,CCONJ,0.0728151937767188
2002-06-24,gwb,PUNCT,0.0730604807624921
2002-06-24,gwb,INTJ,0
2002-06-24,gwb,ADJ,0.071588758847852
2002-06-24,gwb,PART,0.0726399887868806
2002-06-24,gwb,AUX,0.0723947018011073
2002-06-24,gwb,NOUN,0.0728502347746864
2002-06-24,gwb,PRON,0.0729553577685893
2002-06-24,gwb,VERB,0.0729203167706216
2002-06-24,gwb,PROPN,0.0716938818417548
2002-06-24,gwb,ADP,0.0725348657929778
2002-06-24,gwb,SCONJ,0.0719391688275282
2002-06-24,gwb,ADV,0.0730254397645245
2008-01-18,gwb,DET,0.0735470142306158
2008-01-18,gwb,SYM,0
2008-01-18,gwb,X,0
2008-01-18,gwb,NUM,0.0539965420933635
2008-01-18,gwb,CCONJ,0.0729485303896795
2008-01-18,gwb,PUNCT,0.0740125016624551
2008-01-18,gwb,INTJ,0
2008-01-18,gwb,ADJ,0.0734140178215188
2008-01-18,gwb,PART,0.0679611650485437
2008-01-18,gwb,AUX,0.0732145232078734
2008-01-18,gwb,NOUN,0.0736800106397127
2008-01-18,gwb,PRON,0.0739460034579066
2008-01-18,gwb,VERB,0.0738795052533582
2008-01-18,gwb,PROPN,0.0708870860486767
2008-01-18,gwb,ADP,0.0734805160260673
2008-01-18,gwb,SCONJ,0.0712860752759675
2008-01-18,gwb,ADV,0.0737465088442612
2007-09-17,gwb,DET,0.0721664590812514
2007-09-17,gwb,SYM,0
2007-09-17,gwb,X,0
2007-09-17,gwb,NUM,0.069895230419811
2007-09-17,gwb,CCONJ,0.0663052238259213
2007-09-17,gwb,PUNCT,0.0726793171660928
2007-09-17,gwb,INTJ,0
2007-09-17,gwb,ADJ,0.0718733973184849
2007-09-17,gwb,PART,0.0715070701150267
2007-09-17,gwb,AUX,0.070481353945344
2007-09-17,gwb,NOUN,0.0724595208440179
2007-09-17,gwb,PRON,0.07165360099641
2007-09-17,gwb,VERB,0.0726060517254011
2007-09-17,gwb,PROPN,0.0723129899626346
2007-09-17,gwb,ADP,0.0720931936405597
2007-09-17,gwb,SCONJ,0.0725327862847095
2007-09-17,gwb,ADV,0.0714338046743351
2007-04-16,gwb,DET,0.0828909759085341
2007-04-16,gwb,SYM,0
2007-04-16,gwb,X,0
2007-04-16,gwb,NUM,0.0134748877092691
2007-04-16,gwb,CCONJ,0.0816659861167824
2007-04-16,gwb,PUNCT,0.0881992650061249
2007-04-16,gwb,INTJ,0
2007-04-16,gwb,ADJ,0.0677827684769294
2007-04-16,gwb,PART,0.0841159657002858
2007-04-16,gwb,AUX,0.0857492854226215
2007-04-16,gwb,NOUN,0.0865659452837893
2007-04-16,gwb,PRON,0.087790935075541
2007-04-16,gwb,VERB,0.0873826051449571
2007-04-16,gwb,PROPN,0.0837076357697019
2007-04-16,gwb,ADP,0.0800326663944467
2007-04-16,gwb,SCONJ,0.0612494895875868
2007-04-16,gwb,ADV,0.00939158840342997
2008-12-19,gwb,DET,0.0716041397153946
2008-12-19,gwb,SYM,0
2008-12-19,gwb,X,0
2008-12-19,gwb,NUM,0.0625485122897801
2008-12-19,gwb,CCONJ,0.0727684346701164
2008-12-19,gwb,PUNCT,0.0732858990944373
2008-12-19,gwb,INTJ,0
2008-12-19,gwb,ADJ,0.0728978007761966
2008-12-19,gwb,PART,0.0714747736093144
2008-12-19,gwb,AUX,0.0719275549805951
2008-12-19,gwb,NOUN,0.0727037516170763
2008-12-19,gwb,PRON,0.0732212160413972
2008-12-19,gwb,VERB,0.0731565329883571
2008-12-19,gwb,PROPN,0.0691461836998706
2008-12-19,gwb,ADP,0.0729624838292367
2008-12-19,gwb,SCONJ,0.0692755498059508
2008-12-19,gwb,ADV,0.0730271668822768
2006-01-24,gwb,DET,0.0812972972972973
2006-01-24,gwb,SYM,0
2006-01-24,gwb,X,0
2006-01-24,gwb,NUM,0.0685405405405405
2006-01-24,gwb,CCONJ,0.0819459459459459
2006-01-24,gwb,PUNCT,0.0825945945945946
2006-01-24,gwb,INTJ,0
2006-01-24,gwb,ADJ,0.0821621621621622
2006-01-24,gwb,PART,0.0566486486486487
2006-01-24,gwb,AUX,0.0702702702702703
2006-01-24,gwb,NOUN,0.0823783783783784
2006-01-24,gwb,PRON,0.0534054054054054
2006-01-24,gwb,VERB,0.0806486486486486
2006-01-24,gwb,PROPN,0.0817297297297297
2006-01-24,gwb,ADP,0.0810810810810811
2006-01-24,gwb,SCONJ,0.0540540540540541
2006-01-24,gwb,ADV,0.0432432432432432
2008-10-03,gwb,DET,0.0698681732580038
2008-10-03,gwb,SYM,0.0414312617702448
2008-10-03,gwb,X,0
2008-10-03,gwb,NUM,0.0502824858757062
2008-10-03,gwb,CCONJ,0.0709981167608286
2008-10-03,gwb,PUNCT,0.0712806026365348
2008-10-03,gwb,INTJ,0
2008-10-03,gwb,ADJ,0.0710922787193974
2008-10-03,gwb,PART,0.0704331450094162
2008-10-03,gwb,AUX,0.0677024482109228
2008-10-03,gwb,NOUN,0.0711864406779661
2008-10-03,gwb,PRON,0.0708097928436912
2008-10-03,gwb,VERB,0.0705273069679849
2008-10-03,gwb,PROPN,0.0680790960451977
2008-10-03,gwb,ADP,0.069774011299435
2008-10-03,gwb,SCONJ,0.065819209039548
2008-10-03,gwb,ADV,0.0707156308851224
2004-05-17,gwb,DET,0.094316807738815
2004-05-17,gwb,SYM,0
2004-05-17,gwb,X,0
2004-05-17,gwb,NUM,0
2004-05-17,gwb,CCONJ,0.090689238210399
2004-05-17,gwb,PUNCT,0.097944377267231
2004-05-17,gwb,INTJ,0
2004-05-17,gwb,ADJ,0.0882708585247884
2004-05-17,gwb,PART,0.0435308343409915
2004-05-17,gwb,AUX,0.0858524788391778
2004-05-17,gwb,NOUN,0.0967351874244256
2004-05-17,gwb,PRON,0.0918984280532044
2004-05-17,gwb,VERB,0.0931076178960097
2004-05-17,gwb,PROPN,0.0483675937122128
2004-05-17,gwb,ADP,0.0822249093107618
2004-05-17,gwb,SCONJ,0
2004-05-17,gwb,ADV,0.0870616686819831
2001-01-22,gwb,DET,0.0801749271137026
2001-01-22,gwb,SYM,0
2001-01-22,gwb,X,0
2001-01-22,gwb,NUM,0.0087463556851312
2001-01-22,gwb,CCONJ,0.0782312925170068
2001-01-22,gwb,PUNCT,0.0804178814382896
2001-01-22,gwb,INTJ,0
2001-01-22,gwb,ADJ,0.0753158406219631
2001-01-22,gwb,PART,0.0697278911564626
2001-01-22,gwb,AUX,0.0792031098153547
2001-01-22,gwb,NOUN,0.0787172011661808
2001-01-22,gwb,PRON,0.0799319727891157
2001-01-22,gwb,VERB,0.0796890184645287
2001-01-22,gwb,PROPN,0.0811467444120505
2001-01-22,gwb,ADP,0.076530612244898
2001-01-22,gwb,SCONJ,0.0578231292517007
2001-01-22,gwb,ADV,0.0743440233236152
2008-10-01,gwb,DET,0.0800561797752809
2008-10-01,gwb,SYM,0
2008-10-01,gwb,X,0
2008-10-01,gwb,NUM,0.014747191011236
2008-10-01,gwb,CCONJ,0.077247191011236
2008-10-01,gwb,PUNCT,0.0828651685393258
2008-10-01,gwb,INTJ,0
2008-10-01,gwb,ADJ,0.0814606741573034
2008-10-01,gwb,PART,0.0786516853932584
2008-10-01,gwb,AUX,0.050561797752809
2008-10-01,gwb,NOUN,0.0821629213483146
2008-10-01,gwb,PRON,0.0709269662921348
2008-10-01,gwb,VERB,0.0793539325842697
2008-10-01,gwb,PROPN,0.0807584269662921
2008-10-01,gwb,ADP,0.0758426966292135
2008-10-01,gwb,SCONJ,0.0730337078651685
2008-10-01,gwb,ADV,0.0723314606741573
2005-03-21,gwb,DET,0.0871341048332199
2005-03-21,gwb,SYM,0
2005-03-21,gwb,X,0
2005-03-21,gwb,NUM,0
2005-03-21,gwb,CCONJ,0.0476514635806671
2005-03-21,gwb,PUNCT,0.0918992511912866
2005-03-21,gwb,INTJ,0
2005-03-21,gwb,ADJ,0.0701157249829816
2005-03-21,gwb,PART,0.0803267528931246
2005-03-21,gwb,AUX,0.0789652825051055
2005-03-21,gwb,NOUN,0.0912185159972771
2005-03-21,gwb,PRON,0.089857045609258
2005-03-21,gwb,VERB,0.0891763104152485
2005-03-21,gwb,PROPN,0.0878148400272294
2005-03-21,gwb,ADP,0.0905377808032675
2005-03-21,gwb,SCONJ,0.0374404356705242
2005-03-21,gwb,ADV,0.0578624914908101
2002-10-16,gwb,DET,0.0757814966845595
2002-10-16,gwb,SYM,0
2002-10-16,gwb,X,0
2002-10-16,gwb,NUM,0.0768866435112093
2002-10-16,gwb,CCONJ,0.0721502999684244
2002-10-16,gwb,PUNCT,0.0770445216293022
2002-10-16,gwb,INTJ,0
2002-10-16,gwb,ADJ,0.0759393748026524
2002-10-16,gwb,PART,0.0652036627723398
2002-10-16,gwb,AUX,0.073413324913167
2002-10-16,gwb,NOUN,0.0749921060940954
2002-10-16,gwb,PRON,0.0700978844332176
2002-10-16,gwb,VERB,0.0712030312598674
2002-10-16,gwb,PROPN,0.0764130091569308
2002-10-16,gwb,ADP,0.0745184717398169
2002-10-16,gwb,SCONJ,0.0576255131038838
2002-10-16,gwb,ADV,0.0587306599305336
2005-08-08,gwb,DET,0.0765051557822375
2005-08-08,gwb,SYM,0.0296041689766049
2005-08-08,gwb,X,0
2005-08-08,gwb,NUM,0.0772812950437964
2005-08-08,gwb,CCONJ,0.0732897216986362
2005-08-08,gwb,PUNCT,0.077392172081162
2005-08-08,gwb,INTJ,0
2005-08-08,gwb,ADJ,0.0766160328196031
2005-08-08,gwb,PART,0.0752855083712163
2005-08-08,gwb,AUX,0.0715156891007872
2005-08-08,gwb,NOUN,0.0759507705954097
2005-08-08,gwb,PRON,0.0721809513249806
2005-08-08,gwb,VERB,0.0753963854085819
2005-08-08,gwb,PROPN,0.0769486639316997
2005-08-08,gwb,ADP,0.0757290165206786
2005-08-08,gwb,SCONJ,0.0631999112983701
2005-08-08,gwb,ADV,0.00310455704623572
2003-12-08,gwb,DET,0.0771001150747986
2003-12-08,gwb,SYM,0
2003-12-08,gwb,X,0
2003-12-08,gwb,NUM,0.0787111622554661
2003-12-08,gwb,CCONJ,0.0757192174913694
2003-12-08,gwb,PUNCT,0.0789413118527043
2003-12-08,gwb,INTJ,0
2003-12-08,gwb,ADJ,0.0773302646720368
2003-12-08,gwb,PART,0.0722669735327963
2003-12-08,gwb,AUX,0.067433831990794
2003-12-08,gwb,NOUN,0.075258918296893
2003-12-08,gwb,PRON,0.0354430379746835
2003-12-08,gwb,VERB,0.0724971231300345
2003-12-08,gwb,PROPN,0.0780207134637514
2003-12-08,gwb,ADP,0.0734177215189873
2003-12-08,gwb,SCONJ,0.0745684695051784
2003-12-08,gwb,ADV,0.0632911392405063
2006-03-09,gwb,DET,0.0786393562545721
2006-03-09,gwb,SYM,0
2006-03-09,gwb,X,0
2006-03-09,gwb,NUM,0.0811997073884418
2006-03-09,gwb,CCONJ,0.076444769568398
2006-03-09,gwb,PUNCT,0.0815654718361375
2006-03-09,gwb,INTJ,0
2006-03-09,gwb,ADJ,0.0790051207022677
2006-03-09,gwb,PART,0.0713240673006584
2006-03-09,gwb,AUX,0.0544989027066569
2006-03-09,gwb,NOUN,0.0746159473299195
2006-03-09,gwb,PRON,0.0753474762253109
2006-03-09,gwb,VERB,0.0757132406730066
2006-03-09,gwb,PROPN,0.0801024140453548
2006-03-09,gwb,ADP,0.0731528895391368
2006-03-09,gwb,SCONJ,0.0749817117776152
2006-03-09,gwb,ADV,0.0234089246525238
2004-03-08,gwb,DET,0.0825971731448763
2004-03-08,gwb,SYM,0
2004-03-08,gwb,X,0
2004-03-08,gwb,NUM,0.0154593639575972
2004-03-08,gwb,CCONJ,0.073321554770318
2004-03-08,gwb,PUNCT,0.0834805653710247
2004-03-08,gwb,INTJ,0
2004-03-08,gwb,ADJ,0.0812720848056537
2004-03-08,gwb,PART,0.0795053003533569
2004-03-08,gwb,AUX,0.0803886925795053
2004-03-08,gwb,NOUN,0.0830388692579505
2004-03-08,gwb,PRON,0.0618374558303887
2004-03-08,gwb,VERB,0.0768551236749117
2004-03-08,gwb,PROPN,0.0781802120141343
2004-03-08,gwb,ADP,0.0821554770318021
2004-03-08,gwb,SCONJ,0.0746466431095406
2004-03-08,gwb,ADV,0.0472614840989399
2006-12-30,gwb,DET,0.0753308449270445
2006-12-30,gwb,SYM,0
2006-12-30,gwb,X,0
2006-12-30,gwb,NUM,0
2006-12-30,gwb,CCONJ,0.0743128605361385
2006-12-30,gwb,PUNCT,0.0814387512724805
2006-12-30,gwb,INTJ,0
2006-12-30,gwb,ADJ,0.0797421106209705
2006-12-30,gwb,PART,0.0807600950118765
2006-12-30,gwb,AUX,0.0648116728876824
2006-12-30,gwb,NOUN,0.0800814387512725
2006-12-30,gwb,PRON,0.0770274855785545
2006-12-30,gwb,VERB,0.0810994231421785
2006-12-30,gwb,PROPN,0.0790634543603665
2006-12-30,gwb,ADP,0.0749915167967424
2006-12-30,gwb,SCONJ,0.0787241262300645
2006-12-30,gwb,ADV,0.0726162198846284
2001-12-27,gwb,DET,0.0774163994502978
2001-12-27,gwb,SYM,0
2001-12-27,gwb,X,0
2001-12-27,gwb,NUM,0.0806229958772332
2001-12-27,gwb,CCONJ,0.065048098946404
2001-12-27,gwb,PUNCT,0.0810810810810811
2001-12-27,gwb,INTJ,0
2001-12-27,gwb,ADJ,0.0723774622079707
2001-12-27,gwb,PART,0.0659642693540999
